ID,SEQ_ID,ROAD_NAME,NUMBER,METER,REMARK,geom,persistentid,DISTANCE_FROM_ORIGIN,length
25462,145,Mahatma Gandhi Marg,479DOWN,17,,"LINESTRING (77.218054793608 28.568780798026783, 77.218614869119946 28.568750062175518, 77.21903151065932 28.568729571608007)",-1357519944,21776,108
25463,146,Mahatma Gandhi Marg,479DOWN,17,,"LINESTRING (77.21903151065932 28.568729571608007, 77.219653057873785 28.568698835756742)",-1357519944,21845,69
25464,147,Mahatma Gandhi Marg,479DOWN,17.5,,"LINESTRING (77.219653057873785 28.568698835756742, 77.220616114546758 28.568652731979842)",-1357519944,21952,107
25465,148,Mahatma Gandhi Marg,479DOWN,17.5,,"LINESTRING (77.220616114546758 28.568652731979842, 77.220616114546758 28.568652731979842, 77.220650265492608 28.568651024432551, 77.220657095681787 28.568651024432551, 77.2209029824919 28.568639071601503, 77.221319624031267 28.568620288581286)",-1357519944,22030,78
25466,149,Mahatma Gandhi Marg,479DOWN,17.5,,"LINESTRING (77.221319624031267 28.568620288581286, 77.222139246731672 28.568574184804387, 77.222624190162747 28.568558816878756)",-1357519944,22175,145
25467,150,Mahatma Gandhi Marg,479DOWN,11.5,,"LINESTRING (77.222624190162747 28.568558816878756, 77.22280860527033 28.568534911216663, 77.2230203411346 28.568500760270812, 77.2236828694841 28.568389769696797, 77.224331737455245 28.568225845156718, 77.2249806054264 28.567976543252012, 77.225014756372246 28.567964590420964, 77.225472379046636 28.567780175313374, 77.22613490739613 28.567506967746574, 77.228300077363031 28.566625873343643)",-1357519944,22845,670
25468,151,Mahatma Gandhi Marg,479DOWN,13.8,,"LINESTRING (77.228300077363031 28.566625873343643, 77.229502190656945 28.566128977081522, 77.229912002007154 28.565959929899567, 77.2303559643032 28.565840401589092, 77.2303559643032 28.565840401589092)",-1357519944,23090,245
25469,152,Mahatma Gandhi Marg,479DOWN,13.8,,"LINESTRING (77.2303559643032 28.565840401589092, 77.230417436005723 28.565819911021581, 77.230437926573245 28.56581308083241)",-1357519944,23099,9
25470,153,Mahatma Gandhi Marg,479DOWN,13.8,,"LINESTRING (77.230437926573245 28.56581308083241, 77.230444756762409 28.56581308083241, 77.23047890770826 28.565806250643242, 77.231079964355217 28.565719165731323, 77.231749322893876 28.565659401576085)",-1357519944,23246,147
25471,154,Mahatma Gandhi Marg,479DOWN,9.5,,"LINESTRING (77.231749322893876 28.565659401576085, 77.232241096514116 28.56561500534648, 77.232691888999341 28.565574024211461, 77.233832530590732 28.56549206194142, 77.233962304184971 28.565483524204957, 77.234064757022509 28.565474986468494, 77.2340920777792 28.565471571373909, 77.2342969834543 28.5654510808064, 77.235335172208138 28.565338382685095, 77.236311889259454 28.565254712867763, 77.236885625149725 28.565198363807109)",-1357519944,23820,574
25472,155,Mahatma Gandhi Marg,479DOWN,14.8,,"LINESTRING (77.236885625149725 28.565198363807109, 77.237309096878278 28.565157382672091)",-1357519944,23867,47
25473,156,Mahatma Gandhi Marg,479DOWN,14.8,,"LINESTRING (77.237309096878278 28.565157382672091, 77.237739398795981 28.565116401537068, 77.23782819125519 28.565107863800606)",-1357519944,23925,58
25474,157,Mahatma Gandhi Marg,479DOWN,14.8,,"LINESTRING (77.23782819125519 28.565107863800606, 77.239542568736866 28.56495418454428)",-1357519944,24116,191
25475,158,Mahatma Gandhi Marg,479DOWN,14.8,,"LINESTRING (77.239542568736866 28.56495418454428, 77.239822606492837 28.5649268637876)",-1357519944,24147,31
25476,159,Mahatma Gandhi Marg,479DOWN,14.8,,"LINESTRING (77.239822606492837 28.5649268637876, 77.239822606492837 28.5649268637876, 77.240177776329674 28.564891005294459)",-1357519944,24186,39
25477,160,Mahatma Gandhi Marg,479DOWN,16,,"LINESTRING (77.240177776329674 28.564891005294459, 77.240307549923912 28.564889297747172, 77.240457814085644 28.564884175105288)",-1357519944,24217,31
25478,161,Mahatma Gandhi Marg,479DOWN,14.8,,"LINESTRING (77.240457814085644 28.564884175105288, 77.241393550001945 28.5649507694497, 77.242377097242425 28.565017363794105)",-1357519944,24431,214
25479,162,Mahatma Gandhi Marg,479DOWN,14.8,,"LINESTRING (77.242377097242425 28.565017363794105, 77.24250687083665 28.565025901530568)",-1357519944,24445,14
25480,163,Mahatma Gandhi Marg,479DOWN,14.8,,"LINESTRING (77.24250687083665 28.565025901530568, 77.242534191593336 28.565027609077859)",-1357519944,24448,3
25481,164,Mahatma Gandhi Marg,479DOWN,14.8,,"LINESTRING (77.242534191593336 28.565027609077859, 77.242882531241008 28.565051514739956)",-1357519944,24486,38
25482,165,Mahatma Gandhi Marg,479DOWN,10,,"LINESTRING (77.242882531241008 28.565051514739956, 77.243169399186144 28.565253005320471, 77.24447396531761 28.565350335516143)",-1357519944,24670,184
25483,166,Mahatma Gandhi Marg,479DOWN,9,,"LINESTRING (77.24447396531761 28.565350335516143, 77.245553135206478 28.565427175144304)",-1357519944,24790,120
25484,167,Mahatma Gandhi Marg,479DOWN,9,,"LINESTRING (77.245553135206478 28.565427175144304, 77.246154191853435 28.565471571373909, 77.246352267339361 28.565486939299543)",-1357519944,24879,89
25485,168,Mahatma Gandhi Marg,479DOWN,10,,"LINESTRING (77.246352267339361 28.565486939299543, 77.247206040985617 28.565556948738536)",-1357519944,24974,95
25486,169,Mahatma Gandhi Marg,479DOWN,10,,"LINESTRING (77.247206040985617 28.565556948738536, 77.24734264476902 28.565568901569584, 77.248476456171247 28.565652571386916)",-1357519944,25115,141
25487,170,Mahatma Gandhi Marg,479DOWN,11,,"LINESTRING (77.248476456171247 28.565652571386916, 77.249200456223264 28.565705505352984)",-1357519944,25195,80
25488,171,Mahatma Gandhi Marg,479DOWN,11,,"LINESTRING (77.249200456223264 28.565705505352984, 77.249255097736622 28.565710627994861)",-1357519944,25201,6
25489,172,Mahatma Gandhi Marg,479DOWN,17,,"LINESTRING (77.249255097736622 28.565710627994861, 77.2497400411677 28.565746486488003, 77.24984249400525 28.565753316677174, 77.249931286464459 28.565761854413637, 77.249938116653624 28.565761854413637)",-1357519944,25277,76
25490,173,Mahatma Gandhi Marg,479DOWN,17,,"LINESTRING (77.249938116653624 28.565761854413637, 77.25021132422043 28.56578576007573)",-1357519944,25307,30
25491,174,Mahatma Gandhi Marg,479DOWN,17,,"LINESTRING (77.25021132422043 28.56578576007573, 77.250293286490461 28.565792590264902, 77.251092418623358 28.565913826122667, 77.2516524941353 28.566057260095238, 77.251953022458778 28.566188741236761)",-1357519944,25507,200
25492,175,Mahatma Gandhi Marg,479DOWN,17,,"LINESTRING (77.251953022458778 28.566188741236761, 77.252123777188032 28.566298024263482, 77.2521510979447 28.56632363747287, 77.2524721168357 28.566641241269274, 77.252560909294914 28.566759062032457)",-1357519944,25600,93
25493,176,Mahatma Gandhi Marg,479DOWN,17,,"LINESTRING (77.252560909294914 28.566759062032457, 77.252738494213332 28.566984458275069, 77.252875097996736 28.567225222443312)",-1357519944,25662,62
25494,177,Mahatma Gandhi Marg,479DOWN,17,,"LINESTRING (77.252875097996736 28.567225222443312, 77.252916079131751 28.56729352433501)",-1357519944,25670,8
25495,178,Mahatma Gandhi Marg,479DOWN,17,,"LINESTRING (77.252916079131751 28.56729352433501, 77.252916079131751 28.567298646976887, 77.253175626320214 28.567763099840448, 77.253278079157766 28.567985080988475)",-1357519944,25757,87
25496,179,Mahatma Gandhi Marg,479DOWN,17,,"LINESTRING (77.253278079157766 28.567985080988475, 77.253319060292782 28.568049967785591, 77.25337370180614 28.568171203643359)",-1357519944,25780,23
25497,180,Mahatma Gandhi Marg,479DOWN,17,,"LINESTRING (77.25337370180614 28.568171203643359, 77.253517135778708 28.568466609324961, 77.2539064565614 28.568808118783462)",-1357519944,25874,94
25498,181,Mahatma Gandhi Marg,479DOWN,20,,"LINESTRING (77.2539064565614 28.568808118783462, 77.254022569777291 28.569030099931489)",-1357519944,25901,27
25499,182,Mahatma Gandhi Marg,479DOWN,16,,"LINESTRING (77.254022569777291 28.569030099931489, 77.2540430603448 28.569083033897556, 77.2540635509123 28.569124015032575, 77.2540635509123 28.569125722579866)",-1357519944,25912,11
25500,183,Mahatma Gandhi Marg,479DOWN,16,,"LINESTRING (77.2540635509123 28.569125722579866, 77.254084041479828 28.569153043336549)",-1357519944,25915,3
25501,184,Mahatma Gandhi Marg,479DOWN,16,,"LINESTRING (77.254084041479828 28.569153043336549, 77.254084041479828 28.569164996167594, 77.2542957773441 28.569578222612382, 77.254664607559278 28.570023892455723, 77.255122230233667 28.570396137765488, 77.255231513260384 28.570491760413869, 77.255771098204818 28.570780335906303, 77.25579841896149 28.570790581190057, 77.256201400122521 28.570980118939527, 77.256522419013521 28.571196977445673, 77.25657706052688 28.57123454348611)",-1357519944,26285,370
25502,185,Mahatma Gandhi Marg,479DOWN,12,,"LINESTRING (77.25657706052688 28.57123454348611, 77.256645362418581 28.571553854829805, 77.257676720983255 28.572320543564139)",-1357519944,26464,179
25503,186,Mahatma Gandhi Marg,479DOWN,5,,"LINESTRING (77.257676720983255 28.572320543564139, 77.258148004035974 28.572660345475349, 77.2581684946035 28.572675713400979)",-1357519944,26531,67
25504,187,Mathura Road,479DOWN,9,,"LINESTRING (77.2581684946035 28.572675713400979, 77.25829826819772 28.572499836029852, 77.258428041791944 28.572351279415404)",-1357519944,26577,46
25505,188,Mathura Road,479DOWN,12.5,,"LINESTRING (77.258428041791944 28.572351279415404, 77.258872004088 28.57172631710635)",-1357519944,26662,85
25506,189,Mathura Road,479DOWN,12.5,,"LINESTRING (77.258872004088 28.57172631710635, 77.258953966358035 28.571618741626921)",-1357519944,26677,15
25507,190,Mathura Road,479DOWN,12.5,,"LINESTRING (77.258953966358035 28.571618741626921, 77.258974456925557 28.571596543512118)",-1357519944,26680,3
25508,191,Mathura Road,479DOWN,12.5,,"LINESTRING (77.258974456925557 28.571596543512118, 77.259008607871408 28.57154190199876)",-1357519944,26687,7
25509,192,Mathura Road,479DOWN,12.5,,"LINESTRING (77.259008607871408 28.57154190199876, 77.259234004114 28.5712362510334)",-1357519944,26729,42
25510,193,Mathura Road,479DOWN,12.5,,"LINESTRING (77.259234004114 28.5712362510334, 77.259507211680813 28.570850345345296, 77.259623324896708 28.570703496278139, 77.26001947586856 28.570151958502663)",-1357519944,26878,149
25511,194,Mathura Road,479DOWN,12.5,,"LINESTRING (77.26001947586856 28.570151958502663, 77.2600809475711 28.570064873590745, 77.260326834381218 28.569719949037658)",-1357519944,26937,59
25512,195,Mathura Road,479DOWN,12.5,,"LINESTRING (77.260326834381218 28.569719949037658, 77.260688834407219 28.569248665984926)",-1357519944,27003,66
25513,196,Mathura Road,479DOWN,12.5,,"LINESTRING (77.260688834407219 28.569248665984926, 77.26128989105419 28.568440996115573)",-1357519944,27115,112
25514,197,Mathura Road,479DOWN,12.5,,"LINESTRING (77.26128989105419 28.568440996115573, 77.261542608053475 28.568104609298949, 77.262048042052058 28.567438665854873, 77.262075362808744 28.567397684719854)",-1357519944,27260,145
25515,198,Mathura Road,479DOWN,12.5,,"LINESTRING (77.262075362808744 28.567397684719854, 77.262307589240521 28.567090326207204, 77.262512494915612 28.5668171186404, 77.262970117590015 28.56620069406781)",-1357519944,27426,166
25516,199,Mathura Road,479DOWN,12.5,,"LINESTRING (77.262970117590015 28.56620069406781, 77.263386759129375 28.565635495913991)",-1357519944,27504,78
25517,200,Mathura Road,479DOWN,12.5,,"LINESTRING (77.263386759129375 28.565635495913991, 77.263946834641317 28.564882467557997)",-1357519944,27608,104
25518,201,Mathura Road,479DOWN,12,,"LINESTRING (77.263946834641317 28.564882467557997, 77.264445438450736 28.564214816566629)",-1357519944,27700,92
25519,202,Mathura Road,479DOWN,12,,"LINESTRING (77.264445438450736 28.564214816566629, 77.264629853558318 28.563945024094412)",-1357519944,27736,36
25520,203,Mathura Road,479DOWN,12,,"LINESTRING (77.264629853558318 28.563945024094412, 77.264773287530886 28.563777684459748)",-1357519944,27760,24
25521,204,Mathura Road,479DOWN,12,,"LINESTRING (77.264773287530886 28.563777684459748, 77.265394834745365 28.562911957982447)",-1357519944,27878,118
25522,205,Mathura Road,479DOWN,12,,"LINESTRING (77.265394834745365 28.562911957982447, 77.26577049514971 28.562411646625744)",-1357519944,27947,69
25523,206,Mathura Road,479DOWN,16,,"LINESTRING (77.26577049514971 28.562411646625744, 77.26633740085083 28.561653495627873)",-1357519944,28052,105
25524,207,Mathura Road,479DOWN,16,,"LINESTRING (77.26633740085083 28.561653495627873, 77.266378381985845 28.561590316378052)",-1357519944,28060,8
25525,208,Mathura Road,479DOWN,16,,"LINESTRING (77.266378381985845 28.561590316378052, 77.26638521217501 28.561578363547003, 77.266699400876831 28.561163429554924, 77.266842834849413 28.560958523879826, 77.266972608443638 28.560799721981621)",-1357519944,28170,110
25526,209,Mathura Road,479DOWN,11,,"LINESTRING (77.266972608443638 28.560799721981621, 77.2671160424162 28.560603354042982, 77.267382419793833 28.560241354016974)",-1357519944,28247,77
25527,210,Mathura Road,479DOWN,11,,"LINESTRING (77.267382419793833 28.560241354016974, 77.267840042468222 28.55963175963355)",-1357519944,28331,84
25528,211,Mathura Road,479DOWN,11,,"LINESTRING (77.267840042468222 28.55963175963355, 77.268065438710835 28.559320986026314)",-1357519944,28373,42
25529,212,Mathura Road,479DOWN,11,,"LINESTRING (77.268065438710835 28.559320986026314, 77.268912382167926 28.558153023678241)",-1357519944,28533,160
25530,213,Mathura Road,479DOWN,14.5,,"LINESTRING (77.268912382167926 28.558153023678241, 77.269513438814883 28.557318033052209)",-1357519944,28647,114
25531,214,Mathura Road,479DOWN,14.5,,"LINESTRING (77.269513438814883 28.557318033052209, 77.269602231274092 28.55719679719444)",-1357519944,28663,16
25532,215,Mathura Road,479DOWN,14.5,,"LINESTRING (77.269602231274092 28.55719679719444, 77.269615891652435 28.557176306626928)",-1357519944,28665,2
25533,216,Mathura Road,479DOWN,14.5,,"LINESTRING (77.269615891652435 28.557176306626928, 77.269643212409107 28.557131910397324)",-1357519944,28670,5
25534,217,Mathura Road,479DOWN,14.5,,"LINESTRING (77.269643212409107 28.557131910397324, 77.269732004868317 28.557020919823312)",-1357519944,28685,15
25535,218,Mathura Road,479DOWN,14.5,,"LINESTRING (77.269732004868317 28.557020919823312, 77.269752495435839 28.556995306613924, 77.269943740732586 28.55673405187817)",-1357519944,28724,39
25536,219,Mathura Road,479DOWN,10,,"LINESTRING (77.269943740732586 28.55673405187817, 77.270660910595439 28.555789778225417)",-1357519944,28855,131
25537,220,Mathura Road,479DOWN,10,,"LINESTRING (77.270660910595439 28.555789778225417, 77.270995589864768 28.555347523476659)",-1357519944,28916,61
25538,221,Mathura Road,479DOWN,10,,"LINESTRING (77.270995589864768 28.555347523476659, 77.271316608755768 28.554922344200826, 77.271405401214977 28.554797693248474)",-1357519944,28992,76
25539,222,Mathura Road,479DOWN,10,,"LINESTRING (77.271405401214977 28.554797693248474, 77.271432721971649 28.554775495133669)",-1357519944,28995,3
25540,223,Mathura Road,479DOWN,10,,"LINESTRING (77.271432721971649 28.554775495133669, 77.2715351748092 28.554630353613806)",-1357519944,29014,19
25541,224,Mathura Road,479DOWN,10,,"LINESTRING (77.2715351748092 28.554630353613806, 77.271965476726919 28.554066863007282)",-1357519944,29092,78
25542,225,Mathura Road,479DOWN,10,,"LINESTRING (77.271965476726919 28.554066863007282, 77.272143061645338 28.553832929028207)",-1357519944,29124,32
25543,226,Mathura Road,479DOWN,11,,"LINESTRING (77.272143061645338 28.553832929028207, 77.272552872995533 28.553423117678012, 77.273871099505342 28.551604579811492, 77.274438005206463 28.550843013719035, 77.274636080692389 28.550585174077867)",-1357519944,29580,456
25544,227,Mathura Road,479DOWN,11,,"LINESTRING (77.274636080692389 28.550585174077867, 77.274663401449075 28.550537362753676)",-1357519944,29586,6
