ORGNIZATION NAME (TD/ DTC),DEPOT NAME,BUS NO,BUS ROUTE,REPORT TIME,SPEED,LATEST POI DETAIL IN BUS ROUTE,GPS LOCATION LONGITUDE,GPS LOCATION LATITUDE
CLUSTER,,DL1PD2742,,2021-12-18 17:05:18,38,Lajwanti Garden (U01023),77.106342,28.613845
CLUSTER,,DL1PD1157,,2021-12-18 17:03:47,23,Naraina Vihar / Indra Market (DC3721),77.135747,28.626762
CLUSTER,,DL1PD0047,,2021-12-18 16:56:34,29,NajafGarh Delhi Gate (U00259),76.986253,28.612627
DTC,,DL1PC7259,,2021-12-18 16:49:35,22,Royal Residency (Dwarka) (DC4942),77.0703,28.5815
DTC,,DL1PC7869,,2021-12-18 16:48:25,0,Chhatarpur More (DC5540),77.175821,28.504075
CLUSTER,,DL1PD0984,,2021-12-18 16:48:18,26,APS Colony (U01758),77.141918,28.574446
CLUSTER,,DL1PC6568,,2021-12-18 16:45:19,32,Prehlad Pur (U03466),77.294633,28.5
CLUSTER,,DL1PD0860,,2021-12-18 16:44:21,10,Inderlok Metro Station (U01732),77.169483,28.673217
DTC,SHADIPUR,DL1PC3063,,2021-12-18 16:42:54,10,Nehru Place Terminal (U03089),77.2552,28.5481
CLUSTER,,DL1PD0923,,2021-12-18 16:42:15,7,Dwarka Sec 1 (U99641),77.073867,28.594283
CLUSTER,,DL1PD2835,,2021-12-18 16:40:25,25,Tilak Nagar Crossing (Najafgarh Road) (U00874),77.092917,28.63558
DTC,,DL1PC0476,,2021-12-18 16:38:29,0,Qutub Garh Village (T) (DC4910),76.962031,28.801274
DTC,,DL1PC9213,,2021-12-18 16:37:43,14,Chirag Delhi (U02799),77.232083,28.540967
DTC,,DL1PC9776,,2021-12-18 16:36:22,34,Garhi Village (U03047),77.251417,28.5624
DTC,,DL1PC8749,,2021-12-18 16:34:56,25,Dallu Pura (U03709),77.319983,28.608617
CLUSTER,,DL1PC5383,,2021-12-18 16:34:18,7,Darya Ganj Golcha Cinema (U02922),77.240515,28.643756
DTC,,DL1PC1242,,2021-12-18 16:32:30,20,Rohini Depot 1 Sec 6 (U01075),77.113467,28.71645
CLUSTER,,DL1PD3571,,2021-12-18 16:30:38,36,Bala Sahib Gurudwara (U03201),77.265916,28.581354
DTC,,DL1PC1334,,2021-12-18 16:30:22,10,Rohini Depot 1 Sec 6 (U01075),77.113467,28.71645
CLUSTER,,DL1PC5983,,2021-12-18 16:30:14,40,Udyog Bhawan (U02481),77.2122,28.6126
CLUSTER,,DL1PD0049,,2021-12-18 16:29:49,9,Nehru Place Terminal (U03089),77.2552,28.5481
CLUSTER,,DL1PC4824,,2021-12-18 16:28:58,26,Udyog Bhawan (U02481),77.2122,28.6126
DTC,SHADIPUR,DL1PC3159,,2021-12-18 16:28:37,16,Nehru Place Terminal (U03089),77.2552,28.5481
CLUSTER,,DL1PD2617,,2021-12-18 16:25:36,37,Ludlow Castle (U02700),77.226,28.6724
CLUSTER,,DL1PD3031,,2021-12-18 16:25:09,25,Delhi Sachivalaya (Raj Ghat Power House) (DC4203),77.252694,28.636587
CLUSTER,,DL1PC4283,,2021-12-18 16:24:50,15,Rohini Sec 7 and 8 (U01101),77.120195,28.711431
DTC,,DL1PC9794,,2021-12-18 16:19:11,13,Nirankari Colony (U02294),77.204,28.7148
CLUSTER,,DL1PC5386,,2021-12-18 16:15:10,41,Lajpat Nagar Crossing (U03041),77.250367,28.564183
CLUSTER,,DL1PD2327,,2021-12-18 16:15:00,11,GPO (U02839),77.234583,28.661933
CLUSTER,,DL1PC6788,,2021-12-18 16:14:45,0,Satya Niketan (U01750),77.170333,28.587833
CLUSTER,,DL1PD2467,,2021-12-18 16:08:47,22,Nehru Place Terminal (U03089),77.2552,28.5481
DTC,,DL1PC9111,,2021-12-18 15:57:58,38,Kathuria Public School (Sai Darbar Mandir) (U01455),77.1466,28.530983
CLUSTER,,DL1PD2868,,2021-12-18 15:56:50,28,OS Communications (U02938),77.2415,28.542817
DTC,,DL1PC8966,,2021-12-18 15:40:36,22,Shivaji Park (U02663),77.224176,28.638735
CLUSTER,,DL1PD0740,,2021-12-18 15:37:51,10,Ambedkar Nagar Terminal (U02717),77.226576,28.516193
CLUSTER,,DL1PD0910,,2021-12-18 15:33:04,6,Dwarka More Metro Station (Terminal) (U00402),77.031707,28.618575
CLUSTER,,DL1PD2484,,2021-12-18 15:32:04,0,Jharoda Crossing (DC3555),76.980845,28.614227
CLUSTER,,DL1PC5729,,2021-12-18 15:30:19,23,Swami Nagar (U02676),77.224683,28.54215
DTC,,DL1PC0421,,2021-12-18 15:28:44,10,Anand Vihar ISBT Terminal (U03679),77.314618,28.64671
DTC,NOIDA DEPO,DL1PC7433,,2021-12-18 15:26:35,33,Rajni Gandha Chowk (DTC1729),77.317691,28.576756
DTC,,DL1PC7109,,2021-12-18 15:24:51,26,Dwarka Sec-8 Metro Station (DC4929),77.06691,28.56622
DTC,,DL1PC9755,,2021-12-18 15:21:33,38,BrahmPuri Colony (DC4376),77.032614,28.652149
CLUSTER,,DL1PC5815,,2021-12-18 15:15:57,25,Safdurjung Terminal (U02505),77.214163,28.579581
CLUSTER,,DL1PC6968,,2021-12-18 15:06:24,24,AIIMS (U02487),77.213199,28.568921
CLUSTER,,DL1PD1437,,2021-12-18 15:02:56,0,South Moti Bagh (Ring Road) (U01805),77.174256,28.581923
DTC,Rohini3,DL1PC8559,,2021-12-18 14:59:08,9,Shivaji Stadium Terminal (U02514),77.21545,28.633083
DTC,,DL1PC7400,,2021-12-18 14:53:08,14,Mangla Puri Terminal (U00780),77.086907,28.590099
DTC,,DL1PC9332,,2021-12-18 14:48:53,29,Maharaj Pur Check Post (U03683),77.316583,28.643267
DTC,Rohini3,DL1PC8483,,2021-12-18 14:41:49,28,Nahar Pur Village (DTC1530),77.113341,28.704379
DTC,,DL1PC7332,,2021-12-18 14:32:54,33,Rang Puri (NH-8 Circle) (U01113),77.117833,28.543917
DTC,,DL1PC7601,,2021-12-18 14:30:17,0,Dwarka Sec 8 DTC Depot (DC5029),77.070055,28.577065
CLUSTER,,DL1PD2602,,2021-12-18 14:24:36,39,Dr. RML Hospital (U02146),77.1966,28.6226
DTC,,DL1PC0248,,2021-12-18 14:17:54,36,Shakurpur Shiv Mandir (U01402),77.142183,28.680273
DTC,,DL1PC9570,,2021-12-18 14:16:18,21,Nehru Place Terminal (U03089),77.2552,28.5481
DTC,,DL1PC4060,,2021-12-18 14:16:17,25,J M International School (U00613),77.069217,28.595933
CLUSTER,,DL1PD2715,,2021-12-18 14:12:42,12,Dholi Piao (U00673),77.0757,28.6289
DTC,,DL1PC8602,,2021-12-18 14:01:28,15,Udyog Bhawan (U02481),77.2122,28.6126
DTC,Rohini3,DL1PC8558,,2021-12-18 14:01:10,32,Rohini Sector-3-4 (DTC1783),77.109209,28.695333
DTC,,DL1PC1639,,2021-12-18 13:57:25,0,Avantika Xing (U00934),77.097,28.6982
DTC,Rohini3,DL1PC3226,,2021-12-18 13:52:18,25,Rohini Depot III (U01039),77.10895,28.69546
CLUSTER,,DL1PD0075,,2021-12-18 13:44:15,28,Campa Cola (U01525),77.1535,28.6628
DTC,,DL1PC7745,,2021-12-18 13:43:32,15,Health Centre (DC3556),76.985217,28.61415
CLUSTER,,DL1PC6451,,2021-12-18 13:41:50,12,Najafgarh Terminal (U00192),76.977953,28.614467
DTC,,DL1PC7028,,2021-12-18 13:40:00,8,DDA Flats Lado Sarai (U02090),77.192117,28.529833
CLUSTER,,DL1PC6338,,2021-12-18 13:35:42,7,Subhash Nagar Crossing / Mukherji Park (U01038),77.108859,28.64192
DTC,,DL1PC7297,,2021-12-18 13:35:33,19,Keshopur Depot (U00802),77.0876,28.6525
DTC,,DL1PC1092,,2021-12-18 13:35:21,27,Surya Nagar (U99883A),77.3217,28.6668
DTC,,DL1PC9478,,2021-12-18 13:33:55,17,Government Press (U01216),77.127517,28.634183
DTC,,DL1PC8614,,2021-12-18 13:24:06,0,Dev Nagar / Khalsa College (U02025),77.187824,28.655613
DTC,,DL1PC0504,,2021-12-18 13:22:10,24,Chhoturam Park Rohini Sec 5 (DC3753),77.109182,28.713132
DTC,Naraina,DL1PC7798,,2021-12-18 13:20:09,24,Delhi Secretariat (U03055),77.25235,28.62795
DTC,,DL1PC7736,,2021-12-18 13:19:50,5,Azadpur Terminal (U01855),77.177858,28.707944
CLUSTER,,DL1PD1442,,2021-12-18 13:17:46,32,Gandhi Darshan (U03004),77.246689,28.636858
CLUSTER,,DL1PC5521,,2021-12-18 13:17:08,21,Rail Bhawan Metro Station / Krishi Bhawan (U02466),77.212067,28.61495
DTC,,DL1PC1279,,2021-12-18 13:17:02,16,Nahar Pur Village (DTC1530),77.113341,28.704379
CLUSTER,,DL1PD2989,,2021-12-18 13:13:58,9,Jharoda Crossing (U00202),76.979586,28.613575
DTC,,DL1PC8800,,2021-12-18 13:13:56,17,Regal (DTC1751),77.216633,28.628767
DTC,,DL1PC8535,,2021-12-18 13:13:51,25,Agarsen Hospital (U01283),77.133885,28.674325
DTC,Subhash Place,DL1PC0158,,2021-12-18 13:10:27,9,C-8 Keshav Puram (U01590),77.159333,28.689217
DTC,Rohini3,DL1PC8825,,2021-12-18 13:06:26,15,Ludlow Castle (U02700),77.226,28.6724
DTC,,DL1PC9250,,2021-12-18 13:02:56,28,Rang Puri (NH-8 Circle) (U01113),77.117833,28.543917
CLUSTER,,DL1PC5874,,2021-12-18 12:59:43,21,Marina (U02564),77.2185,28.6369
DTC,,DL1PC9052,,2021-12-18 12:59:38,22,Guru Govind Singh University (Kashmere Gate) (U02786),77.2303,28.6652
DTC,,DL1PC7566,,2021-12-18 12:55:16,28,Taj Hotel (DTC1895),77.171445,28.597109
CLUSTER,,DL1PD0005,,2021-12-18 12:55:12,34,Palika Kendra (U03991A),77.216783,28.628567
CLUSTER,,DL1PD0250,,2021-12-18 12:53:00,20,ESI Dispensary/CGHS Dispensary (U01462),77.147367,28.660583
CLUSTER,,DL1PD3590,,2021-12-18 12:50:44,41,Aradhana Enclave (U01853),77.178603,28.574463
DTC,,DL1PC7724,,2021-12-18 12:47:48,14,Shivaji Park (U02663),77.224176,28.638735
DTC,,DL1PC0727,,2021-12-18 12:46:02,40,Nauroji Nagar (U02131),77.192628,28.569218
CLUSTER,,DL1PD1350,,2021-12-18 12:42:18,29,Tilak Bridge (U02887),77.2387,28.6253
CLUSTER,,DL1PC6450,,2021-12-18 12:41:33,17,Kapashera Border (U00738),77.082855,28.522753
CLUSTER,,DL1PD1447,,2021-12-18 12:40:41,0,Minto Road Terminal (U02665),77.223773,28.639417
DTC,,DL1PC8464,,2021-12-18 12:38:17,31,New Multan Nagar (U01035),77.1116,28.67755
CLUSTER,,DL1PD3488,,2021-12-18 12:32:48,8,West Patel Nagar (U01665),77.164974,28.647504
DTC,,DL1PC8220,,2021-12-18 12:26:25,6,Mangol Puri S Block (U00744),77.082147,28.69249
DTC,,DL1PC8530,,2021-12-18 12:26:01,42,SPM College (U01225),77.128033,28.675417
DTC,,DL1PC9939,,2021-12-18 12:24:55,37,Punjabi Bagh (U99833A),77.1403,28.6755
CLUSTER,,DL1PD3568,,2021-12-18 12:22:00,27,Khyber Pass (U02609),77.221158,28.690682
DTC,,DL1PC1244,,2021-12-18 12:21:05,8,Rohini  Sec-1 Avantika (U00964),77.0998,28.703
CLUSTER,,DL1PD0026,,2021-12-18 12:20:17,31,Campa Cola (U01525),77.1535,28.6628
DTC,,DL1PC7571,,2021-12-18 12:18:29,33,J M International School (U00613),77.069217,28.595933
CLUSTER,,DL1PD0224,,2021-12-18 12:08:38,36,Police Station Vikaspuri (U00612),77.068767,28.63145
CLUSTER,,DL1PC6326,,2021-12-18 12:07:14,32,PG DAV College / Sri Niwaspuri (U03062),77.253044,28.567255
DTC,,DL1PC7367,,2021-12-18 12:03:42,10,Chaukhandi (DC4320),77.09563,28.64706
DTC,Rohini3,DL1PC7890,,2021-12-18 11:56:36,0,Sultanpuri Terminal (U00667),77.075467,28.70305
DTC,,DL1PC7756,,2021-12-18 11:53:34,13,Shivaji Park (U02663),77.224176,28.638735
CLUSTER,,DL1PD0021,,2021-12-18 11:52:43,6,Kirti Nagar (U01335),77.136667,28.654783
CLUSTER,,DL1PD1164,,2021-12-18 11:50:52,11,Police Station Vikaspuri (U00612),77.068767,28.63145
DTC,,DL1PC7727,,2021-12-18 11:38:50,24,Baprola School (DC4384),77.007975,28.638305
DTC,,DL1PC1442,,2021-12-18 11:27:20,33,JD Block Pitam Pura (U01298),77.1347,28.7014
CLUSTER,,DL1PC4797,,2021-12-18 11:23:45,20,Karol Bagh Metro Station (U02034),77.189,28.6442
CLUSTER,,DL1PC5782,,2021-12-18 11:22:08,9,Wazir Pur JJ Colony (U01753),77.170133,28.6821
DTC,,DL1PC9668,,2021-12-18 11:20:51,16,Health Centre (DC3556),76.985217,28.61415
CLUSTER,,DL1PC6329,,2021-12-18 11:12:45,19,Railway Road Bridge (U03051),77.251747,28.610018
DTC,,DL1PC1362,,2021-12-18 10:57:57,11,Wazirpur DTC Depot / Netaji Subhash Palace (U01492),77.151015,28.69382
DTC,Rohini3,DL1PC9867,,2021-12-18 10:51:31,31,Q Block Mangol Puri Terminal (DC3905),77.091856,28.687978
CLUSTER,,DL1PD1329,,2021-12-18 10:47:41,26,SagarPur Vashisht Park (U00974),77.101033,28.609215
DTC,,DL1PC7651,,2021-12-18 10:46:50,10,Madhu Vihar (U00566),77.0614,28.599883
CLUSTER,,DL1PC6298,,2021-12-18 10:42:40,15,Azadpur Metro Station (U01903),77.180277,28.70742
DTC,,DL1PC8799,,2021-12-18 10:39:58,24,Vasant Village / Shani Mandir (U01587),77.158791,28.575501
DTC,,DL1PC7710,,2021-12-18 10:38:29,33,Kaveri Appartment Dwarka Sec-6 (DTC1383),77.060049,28.594054
DTC,,DL1PC8487,,2021-12-18 10:38:12,48,Nauroji Nagar (U02131),77.192628,28.569218
DTC,,DL1PC9732,,2021-12-18 10:37:01,13,Kendriya Terminal (Church Road) (U02342),77.203757,28.617501
CLUSTER,,DL1PC5862,,2021-12-18 10:31:11,20,Jahangirpuri B Block (U01681),77.1662,28.7293
CLUSTER,,DL1PD2562,,2021-12-18 10:24:58,39,NDPO (U02359),77.2065,28.6235
CLUSTER,,DL1PC6328,,2021-12-18 10:15:30,32,AIIMS Ring Road (U02473),77.212498,28.569169
CLUSTER,,DL1PD0264,,2021-12-18 10:07:52,29,Police Station Vikaspuri (U00612),77.068767,28.63145
DTC,Rohini3,DL1PC7885,,2021-12-18 10:04:24,33,Sultanpuri Machhi Market (DTC1888),77.075311,28.700271
DTC,,DL1PC7222,,2021-12-18 09:53:25,18,Mangla Puri Terminal (U00780),77.086907,28.590099
CLUSTER,,DL1PC6295,,2021-12-18 09:51:30,16,PG DAV College / Sri Niwaspuri (U03062),77.253044,28.567255
CLUSTER,,DL1PD0038,,2021-12-18 09:48:57,26,Nazafgarh Dhansa More (U00190),76.978565,28.612021
DTC,,DL1PC9923,,2021-12-18 09:31:02,24,Nirmal Vihar (DC3873),76.992612,28.625313
DTC,,DL1PC8922,,2021-12-18 09:29:29,9,Ajmeri Gate / Kamla Market (U02703),77.22405,28.644083
CLUSTER,,DL1PD0824,,2021-12-18 09:22:57,21,Najafgarh Terminal (U00192),76.977953,28.614467
DTC,,DL1PC7492,,2021-12-18 09:21:31,9,Noida Depot (DTC1590),77.317136,28.578788
CLUSTER,,DL1PC5528,,2021-12-18 09:06:17,15,Shahdara (Shyam Lal College) (U03349),77.283725,28.673364
DTC,,DL1PC1270,,2021-12-18 08:29:33,29,Dtc Colony Pitam Pura (DTC1183),77.132056,28.705494
DTC,,DL1PC1447,,2021-12-18 08:27:57,35,Pitampura JD Block (U01291),77.13455,28.70185
CLUSTER,,DL1PD0113,,2021-12-18 08:26:55,5,Kair Depot (DC3528),76.930783,28.618117
DTC,,DL1PC7809,,2021-12-18 08:15:48,29,Madhu Vihar (U00566),77.0614,28.599883
CLUSTER,,DL1PC5427,,2021-12-18 08:12:08,40,Bharat Nagar Crossing (U03258),77.2723,28.5622
CLUSTER,,DL1PD0702,,2021-12-18 08:11:37,27,Nazafgarh Dhansa More (U00190),76.978565,28.612021
DTC,,DL1PC1272,,2021-12-18 08:06:47,27,GTB Nagar (U02350),77.206457,28.698267
CLUSTER,,DL1PC6781,,2021-12-18 07:38:10,0,Minto Road Terminal (U02665),77.223773,28.639417
CLUSTER,,DL1PD3636,,2021-12-18 07:37:10,18,Shivaji Stadium Terminal (U02514),77.21545,28.633083
CLUSTER,,DL1PD3629,,2021-12-18 07:33:26,28,Aakashwani Bhawan (Imtiyaz Ali Road) (U02437),77.2098,28.62065
CLUSTER,,DL1PC4831,,2021-12-18 07:28:02,28,ITPO Gate No. 3 (U02901),77.24015,28.6155
DTC,,DL1PC7753,,2021-12-18 07:25:49,41,Madhu Vihar (U00566),77.0614,28.599883
CLUSTER,,DL1PD1004,,2021-12-18 07:08:19,26,Zakhira (U01640),77.164283,28.668
DTC,,DL1PC1293,,2021-12-18 07:04:27,9,Netaji Subhash Palace (Wazirpur Depot) Road No 41 (U01486),77.151033,28.69415
CLUSTER,,DL1PC5981,,2021-12-18 07:00:35,34,R K Puram Sec-4 (U01897),77.1807,28.5618
DTC,,DL1PC7719,,2021-12-18 07:00:27,23,Mangla Puri Terminal (U00780),77.086907,28.590099
CLUSTER,,DL1PD0733,,2021-12-18 06:57:58,33,D Block Janak Puri (Pankha Road) (U01025),77.104129,28.607682
DTC,,DL1PC7616,,2021-12-18 06:51:20,13,Najafgarh Terminal (U00191),76.978024,28.614614
CLUSTER,,DL1PC5867,,2021-12-18 06:47:12,20,Shahjahan Road UPSC (U02720),77.226933,28.6074
CLUSTER,,DL1PD3583,,2021-12-18 06:42:45,11,Anand Vihar ISBT Terminal (U03679),77.314618,28.64671
DTC,,DL1PC9658,,2021-12-18 06:42:09,0,ISBT Kashmere Gate Terminal (DC4574),77.22751,28.667007
DTC,,DL1PC8710,,2021-12-18 06:33:09,36,J M International School (U00613),77.069217,28.595933
CLUSTER,,DL1PC5977,,2021-12-18 06:26:10,18,Unani Hospital / Okhla Ext Thokar 3 (U99852A),77.296058,28.558951
CLUSTER,,DL1PD0023,,2021-12-18 06:23:12,16,Nazafgarh Dhansa More (U00190),76.978565,28.612021
CLUSTER,,DL1PC5807,,2021-12-18 06:06:02,16,Kamla Market / Ajmeri Gate (U02650),77.224068,28.643992
CLUSTER,,DL1PC5735,,2021-12-18 05:43:57,24,Jamiya Millia College (U03336),77.280117,28.56115
CLUSTER,,DL1PD0211,,2021-12-18 05:25:38,0,Kair Depot (DC3531),76.930672,28.618288
DTC,,,,2021-12-18 04:00:00,,,,
CLUSTER,,,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PD5246,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PD5604,,2021-12-18 04:00:00,,,,
DTC,,Test1234,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PD 5246,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PD 5256,,2021-12-18 04:00:00,,,,
DTC,,DL1PC3262,,2021-12-18 04:00:00,,,,
CLUSTER,,,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PD0851,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PD0722,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PD0209,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PC1696,,2021-12-18 04:00:00,,,,
DTC,,DL1PC9470,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PC4306,,2021-12-18 04:00:00,,,,
DTC,,DL1PC7960,,2021-12-18 04:00:00,,,,
DTC,,DL1PC8144,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PD0136,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PC6375,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PD1439,,2021-12-18 04:00:00,,,,
DTC,,DL1PC9738,,2021-12-18 04:00:00,,,,
DTC,,DL1PC9405,,2021-12-18 04:00:00,,,,
DTC,,DL1PC9528,,2021-12-18 04:00:00,,,,
DTC,,DL1PC0240,,2021-12-18 04:00:00,,,,
DTC,,DL1PC1292,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PC4833,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PC6543,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PC5378,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PC4132,,2021-12-18 04:00:00,,,,
DTC,,DL1PC9249,,2021-12-18 04:00:00,,,,
DTC,,DL1PC7327,,2021-12-18 04:00:00,,,,
DTC,,DL1PC7679,,2021-12-18 04:00:00,,,,
DTC,,DL1PC7783,,2021-12-18 04:00:00,,,,
DTC,TEHKHAND,DL1PC7787,,2021-12-18 04:00:00,,,,
DTC,,DL1PC1210,,2021-12-18 04:00:00,,,,
DTC,,DL1PC1137,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PC4219,,2021-12-18 04:00:00,,,,
DTC,,DL1PC9104,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PD0059,,2021-12-18 04:00:00,,,,
DTC,,DL1PC9263,,2021-12-18 04:00:00,,,,
DTC,,DL1PC7807,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PD2733,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PD0015,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PC6452,,2021-12-18 04:00:00,,,,
DTC,,DL1PC9387,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PC4307,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PD0036,,2021-12-18 04:00:00,,,,
DTC,Dichaone Kalan Depot,DL1PC0560,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PD1179,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PC5443,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PD2352,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PC5728,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PD3622,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PD3490,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PD3032,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PD0571,,2021-12-18 04:00:00,,,,
DTC,,DL1PC8586,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PC6343,,2021-12-18 04:00:00,,,,
DTC,,DL1PC9659,,2021-12-18 04:00:00,,,,
DTC,,DL1PC1550,,2021-12-18 04:00:00,,,,
DTC,,DL1PC1364,,2021-12-18 04:00:00,,,,
DTC,,DL1PC0192,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PC6837,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PC6587,,2021-12-18 04:00:00,,,,
DTC,,DL1PC7623,,2021-12-18 04:00:00,,,,
DTC,,DL1PC9121,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PC6190,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PD0865,,2021-12-18 04:00:00,,,,
DTC,,DL1PC8308,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PC5280,,2021-12-18 04:00:00,,,,
DTC,Rohini3,DL1PC8682,,2021-12-18 04:00:00,,,,
DTC,,DL1PC7732,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PD0993,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PD0723,,2021-12-18 04:00:00,,,,
DTC,,DL1PC0374,,2021-12-18 04:00:00,,,,
DTC,,DL1PC8091,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PC6639,,2021-12-18 04:00:00,,,,
DTC,,DL1PC8927,,2021-12-18 04:00:00,,,,
DTC,,DL1PC9399,,2021-12-18 04:00:00,,,,
DTC,,DL1PC8353,,2021-12-18 04:00:00,,,,
DTC,,DL1PC8325,,2021-12-18 04:00:00,,,,
DTC,Narela,DL1PC8499,,2021-12-18 04:00:00,,,,
DTC,SHADIPUR,DL1PC7949,,2021-12-18 04:00:00,,,,
DTC,,DL1PC8640,,2021-12-18 04:00:00,,,,
DTC,,DL1PC7668,,2021-12-18 04:00:00,,,,
DTC,,DL1PC7242,,2021-12-18 04:00:00,,,,
DTC,,DL1PC3316,,2021-12-18 04:00:00,,,,
DTC,,DL1PC7080,,2021-12-18 04:00:00,,,,
DTC,,DL1PC3598,,2021-12-18 04:00:00,,,,
DTC,,DL1PC7034,,2021-12-18 04:00:00,,,,
DTC,,DL1PC1324,,2021-12-18 04:00:00,,,,
DTC,,DL1PC8195,,2021-12-18 04:00:00,,,,
DTC,,DL1PC3105,,2021-12-18 04:00:00,,,,
DTC,,DL1PC3214,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PD1033,,2021-12-18 04:00:00,,,,
DTC,,DL1PC0982,,2021-12-18 04:00:00,,,,
DTC,,DL1PC9936,,2021-12-18 04:00:00,,,,
DTC,,DL1PC7667,,2021-12-18 04:00:00,,,,
DTC,,DL1PC7626,,2021-12-18 04:00:00,,,,
DTC,,DL1PC8263,,2021-12-18 04:00:00,,,,
DTC,,DL1PC1574,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PD2367,,2021-12-18 04:00:00,,,,
DTC,,DL1PC0980,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PD2961,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PD3229,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PD2719,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PD3201,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PD2325,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PD2648,,2021-12-18 04:00:00,,,,
DTC,,DL1PC9021,,2021-12-18 04:00:00,,,,
DTC,,DL1PC0429,,2021-12-18 04:00:00,,,,
DTC,,DL1PC8547,,2021-12-18 04:00:00,,,,
DTC,,DL1PC9780,,2021-12-18 04:00:00,,,,
DTC,,DL1PC8866,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PC5372,,2021-12-18 04:00:00,,,,
DTC,SHADIPUR,DL1PC7963,,2021-12-18 04:00:00,,,,
DTC,,DL1PC7488,,2021-12-18 04:00:00,,,,
CLUSTER,,DL1PD0689,,2021-12-18 04:00:00,,,,
DTC,,DL1PC7128,,2021-12-18 04:00:00,,,,
DTC,,DL1PC7140,,2021-12-18 04:00:00,,,,
DTC,,DL1PC7781,,2021-12-18 04:00:00,,,,
DTC,,DL1PC7624,,2021-12-18 04:00:00,,,,
DTC,,DL1PC8717,,2021-12-18 04:00:00,,,,
DTC,,DL1PC3540,,2021-12-18 04:00:00,,,,
DTC,,DL1PC3253,,2021-12-18 04:00:00,,,,
DTC,,DL1PC9388,,2021-12-18 04:00:00,,,,
DTC,,DL1PC7994,,2021-12-18 04:00:00,,,,
DTC,,DL1PC8183,,2021-12-18 04:00:00,,,,
DTC,,DL1PC8182,,2021-12-18 04:00:00,,,,
DTC,Rohini4,DL1PC7845,,2021-12-18 04:00:00,,,,
DTC,,DL1PC8854,,2021-12-18 04:00:00,,,,
DTC,,DL1PC9425,,2021-12-18 04:00:00,,,,
DTC,Peera Ghari,DL1PC7172,,2021-12-18 04:00:00,,,,
DTC,,DL1PC8527,,2021-12-18 04:00:00,,,,
DTC,,DL1PC7381,,2021-12-18 04:00:00,,,,
DTC,,DL1PC8557,,2021-12-18 04:00:00,,,,
DTC,Mayapuri,DL1PC0614,,2021-12-18 04:00:00,,,,
DTC,,DL1PC9846,,2021-12-18 04:00:00,,,,
DTC,,DL1PC9417,,2021-12-18 04:00:00,,,,
DTC,,DL1PC9422,,2021-12-18 04:00:00,,,,
DTC,Sarojani Nagar,DL1PC9460,,2021-12-18 04:00:00,,,,
