ORGNIZATION NAME (TD/ DTC),DEPOT NAME,BUS NO,BUS ROUTE,POI NAME,POI longitude,POI latitude,POI TIME STAMP,POI SPEED
DTC,Subhash Place,DL1PB9840,114DOWN_P20_D,Buddh vihar (DC3749),77.087483,28.70415,19-12-2021 13:14,0
CLUSTER,BBM2,DL1PD2274,258UP_G,Pusta No 1 Sonia Vihar (DC3726),77.24335,28.718883,19-12-2021 13:14,25
DTC,VVD,DL1PC8588 ,523DOWN_D,Ber Sarai (DC4610),77.181617,28.550617,19-12-2021 13:14,35
CLUSTER,Dilshad Gardan,DL1PC6674,GL-23DOWN_G,Welcome Colony Metro Station (U03296),77.275,28.672,19-12-2021 13:14,32
DTC,WAZIRPUR,DL1PC7687,191UP_P2_,Haider Pur Water Works (U01377),77.140683,28.721333,19-12-2021 13:14,28
CLUSTER,Rajghat3,DL1PC0272,212DOWN_C,Ram Prastha Crossing (U03710),77.319917,28.660717,19-12-2021 13:14,39
CLUSTER,Dichaone Kalan Cluster,DL1PD2915,764UP_G,Health Centre (DC3556),76.985217,28.61415,19-12-2021 13:14,17
CLUSTER,Rajghat3,DL1PD0329,212DOWN_C,Gagan Cinema (U03658),77.315052,28.69545,19-12-2021 13:14,22
DTC,WAZIRPUR,DL1PC9014,165UP_G,Delhi Engg College Shahbad (U01110),77.117151,28.744996,19-12-2021 13:14,18
CLUSTER,Seemapuri,DL1PD2134,246CLDOWN_G,Shahadara Border (Dilshad Garden Mtr Stn) (DC3662),77.321233,28.676167,19-12-2021 13:14,22
CLUSTER,Seemapuri,DL1PD2587,205A_DOWN_C,Jyoti Nagar / Durga Puri (DC3987),77.291307,28.68922,19-12-2021 13:14,22
CLUSTER,Seemapuri,DL1PD3048,85AEXTUP_C,Balco Apartment (U03591),77.306917,28.62985,19-12-2021 13:14,20
CLUSTER,BBM2,DL1PC2327,348UP_G,Dallu Pura (U03711),77.32005,28.60875,19-12-2021 13:14,16
DTC,KeshoPur,DL1PC7324,883UP_G,Vikas Puri Crossing (U00627),77.070541,28.626981,19-12-2021 13:14,12
DTC,Subhash Place,DL1PC0052,39DOWN_D,Shakarpur (U03345),77.281942,28.633394,19-12-2021 13:13,8
CLUSTER,Seemapuri,DL1PD2501,73DOWN_G,South Patel Nagar (Metro Station) (U01729),77.1689,28.6454,19-12-2021 13:13,22
DTC,WAZIRPUR,DL1PC7696,610DOWN_G,Shastri Nagar Metro Station (U01902),77.181136,28.670231,19-12-2021 13:13,20
DTC,AND,DL1PC7028,413UP_G,Shahpur Jat (U02438),77.21,28.5482,19-12-2021 13:13,22
CLUSTER,OKHLA,DL1PC6347,717ADOWN_G,Asian Market (U02605),77.2208,28.5169,19-12-2021 13:13,0
CLUSTER,Seemapuri,DL1PD2870,847UP_G,Sarai Rohila (Rohtak Road) (U01925),77.182063,28.662486,19-12-2021 13:13,21
CLUSTER,OKHLA,DL1PC6568,717ADOWN_G,Andheria Bagh More / Chhatarpur Metro Station (U01828),77.174328,28.508222,19-12-2021 13:13,23
CLUSTER,Rajghat3,DL1PD0333,534UP_G,Qutub Minar (U01994),77.1865,28.52647,19-12-2021 13:13,18
DTC,Rohini2,DL1PC9699,954DOWN_D,Sultanpuri Terminal (U00665),77.075067,28.70345,19-12-2021 13:13,0
CLUSTER,OKHLA,DL1PC6308,717ADOWN_G,Samalkha Crossing (U99912A),77.09342,28.538036,19-12-2021 13:13,14
DTC,Sarojani Nagar,DL1PC7848,578DOWN_G,Mohammadpur Village (U02038),77.18915,28.564917,19-12-2021 13:13,34
CLUSTER,Rajghat3,DL1PC6619,534UP_G,Qutub Minar (U01994),77.1865,28.52647,19-12-2021 13:13,14
DTC,KALKAJI,DL1PC9570,764UP_G,Health Centre (U00732),77.0814,28.591,19-12-2021 13:13,0
CLUSTER,Seemapuri,DL1PD2380,221UP_C,Jhilmil Crossing / Dilshad Garden GT Road (U03636),77.311883,28.67615,19-12-2021 13:13,32
DTC,Subhash Place,DL1PC0052,39DOWN_D,Laxmi Nagar (U03307),77.2789,28.6313,19-12-2021 13:13,33
CLUSTER,Seemapuri,DL1PD2870,847UP_G,Sarai Rohilla Govt Qtrs (Rohtak Road) (U01968),77.185334,28.661003,19-12-2021 13:13,36
DTC,WAZIRPUR,DL1PC9014,165UP_G,Rohini Sec-16 Xing (U01139X),77.1208,28.7439,19-12-2021 13:13,32
DTC,KeshoPur,DL1PC7340,BYPASS EXPRESS UP_D,Major Bhupinder Singh Nagar (U00774),77.0848,28.6469,19-12-2021 13:13,28
DTC,KeshoPur,DL1PC7279,BYPASS EXPRESS UP_D,Uttam Nagar Terminal (U00598),77.066447,28.625449,19-12-2021 13:12,6
CLUSTER,Dilshad Gardan,DL1PC6687,623UP_G,Indian AirLines/Priya Cinema (U01630),77.158117,28.5587,19-12-2021 13:12,32
CLUSTER,OKHLA,DL1PC6347,717ADOWN_G,Saket Crossing (U02533),77.216283,28.5179,19-12-2021 13:12,25
DTC,KALKAJI,DL1PC9037,502UP_D,Mehrauli Terminal (U01915),77.182258,28.522561,19-12-2021 13:12,0
CLUSTER,Dichaone Kalan Cluster,DLP1pd2363,753DOWN_G,Mori Gate Terminal (U02681),77.225883,28.666517,19-12-2021 13:12,20
CLUSTER,BBM2,DL1PC2327,348UP_G,Kondali Old (U03745),77.322989,28.613051,19-12-2021 13:12,18
DTC,AND,DL1PC7028,413UP_G,Khel Gaon / Siri Fort Road (U02454),77.210817,28.5507,19-12-2021 13:12,30
CLUSTER,OKHLA,DL1PD1704,794DOWN_G,Nizamuddin Railway Station (U03066),77.253045,28.586325,19-12-2021 13:12,12
DTC,WAZIRPUR,DL1PC7696,610DOWN_G,Shastri Nagar E Block (U01834),77.176283,28.671267,19-12-2021 13:12,0
CLUSTER,Rajghat3,DL1PD0329,212DOWN_C,Gagan Cinema (Wazirabad Road) (U03657),77.314761,28.697441,19-12-2021 13:12,18
CLUSTER,OKHLA,DL1PC6568,717ADOWN_G,Vasant Kunj Sec-A Pkt-BC (U01745),77.170483,28.51035,19-12-2021 13:12,18
CLUSTER,Seemapuri,DL1PD2134,246CLDOWN_G,Shahadara Border Road No 62 (U03750),77.323483,28.677683,19-12-2021 13:12,28
DTC,VVD,DL1PC7943,523DOWN_D,ARSD College / Dhaula Kuan (DC3648),77.1683,28.590667,19-12-2021 13:12,6
CLUSTER,Seemapuri,DL1PD2501,73DOWN_G,West Patel Nagar (U01663),77.164783,28.64795,19-12-2021 13:12,14
CLUSTER,Dilshad Gardan,DL1PC6653,623UP_G,South Extension (U02596),77.22315,28.568367,19-12-2021 13:12,22
DTC,WAZIRPUR,DL1PC7687,191UP_P2_,Badli Crossing (U01452),77.14621,28.728354,19-12-2021 13:12,0
CLUSTER,Kushak Nallah,DL1PC6698,429UP_G,Darya Ganj Golcha Cinema (U02922),77.240515,28.643756,19-12-2021 13:12,19
CLUSTER,Seemapuri,DL1PD2380,221UP_C,Telephone Exchange (U99890),77.309217,28.675817,19-12-2021 13:12,33
DTC,KeshoPur,DL1PC7340,BYPASS EXPRESS UP_D,CRPF Camp (U00767),77.084483,28.645917,19-12-2021 13:12,18
DTC,VVD,DL1PC8588 ,523DOWN_D,School Of Physical Science (DC4608),77.179433,28.546433,19-12-2021 13:12,27
CLUSTER,Seemapuri,DL1PD2870,847UP_G,Liberty Cinema (U99836),77.1888,28.6598,19-12-2021 13:12,28
DTC,Sarojani Nagar,DL1PC9388,511UP_D,Chirag Delhi (U02799),77.232083,28.540967,19-12-2021 13:12,31
DTC,GAZIPUR,DL1PC9408,534ADOWN_G,Bharat Nagar (U03238),77.269583,28.5666,19-12-2021 13:12,0
CLUSTER,Dilshad Gardan,DL1PC6687,623UP_G,Modern School  Vasant Vihar F Block (DC3757),77.157317,28.559967,19-12-2021 13:12,26
DTC,Subhash Place,DL1PC0128,39DOWN_D,East Guru Angad Nagar (DC4269),77.282733,28.64115,19-12-2021 13:12,14
DTC,KeshoPur,DL1PC7279,BYPASS EXPRESS UP_D,Uttam Nagar Terminal (U00598),77.066447,28.625449,19-12-2021 13:12,0
DTC,WAZIRPUR,DL1PC9014,165UP_G,Sri Krishan Apartments (U01203),77.1261,28.7437,19-12-2021 13:12,35
CLUSTER,Seemapuri,DL1PD2134,246CLDOWN_G,JandK Pocket Dilshad Garden (U03755),77.324533,28.679333,19-12-2021 13:12,19
DTC,Narela,DL1C9765,171_DOWN_P4,Minda Farm (DC5095),77.11041,28.79584,19-12-2021 13:12,21
CLUSTER,OKHLA,DL1PD_0044,794DOWN_G,Supply Depot (U01164),77.123367,28.606783,19-12-2021 13:12,7
CLUSTER,Seemapuri,DL1PD3048,85AEXTUP_C,Neethi Apartment (U03540),77.302,28.6314,19-12-2021 13:11,31
CLUSTER,Rajghat3,DL1PD0329,212DOWN_C,Bank Colony (U03634),77.311326,28.698046,19-12-2021 13:11,10
DTC,Subhash Place,DL1PB9840,114DOWN_P20_D,Krishna Vihar (U00763),77.084217,28.706667,19-12-2021 13:11,19
CLUSTER,BBM2,DL1PD2274,258UP_G,Gurudwara Nanak Sar (U02931),77.240217,28.7092,19-12-2021 13:11,36
CLUSTER,Dilshad Gardan,DL1PC6674,GL-23DOWN_G,Kanti Nagar Extension (U03340),77.2809,28.6704,19-12-2021 13:11,22
DTC,AND,DL1PC7041,519DOWN_D,Andheria More / Chhatarpur Metro Station (DC4508),77.177233,28.508617,19-12-2021 13:11,23
CLUSTER,Rajghat3,DL1PD0333,534UP_G,Mehrauli Terminal (U01921),77.182343,28.522621,19-12-2021 13:11,17
CLUSTER,Rajghat3,DL1PC6613,522CLDOWN_C,Scindia House (U02626),77.2219,28.6287,19-12-2021 13:11,12
CLUSTER,OKHLA,DL1PC6308,717ADOWN_G,Samalkha Village (U00834),77.090227,28.534241,19-12-2021 13:11,30
CLUSTER,Seemapuri,DL1PD3048,85AEXTUP_C,Prince Apartment (U03521),77.3008,28.63095,19-12-2021 13:11,29
CLUSTER,OKHLA,DL1PD1704,794DOWN_G,Rojdoot Hotel (U03054),77.2525,28.5827,19-12-2021 13:11,30
CLUSTER,Kushak Nallah,DL1PC6193,445AUP_C,Hamdard Nagar / Sangam Vihar (U03036),77.249778,28.511838,19-12-2021 13:11,10
CLUSTER,OKHLA,DL1PC6568,717ADOWN_G,Vasant Kunj Sec-A ILBS (U01677),77.166767,28.5117,19-12-2021 13:11,24
CLUSTER,Rajghat3,DL1PC6613,522CLDOWN_C,Scindia House (U02626),77.2219,28.6287,19-12-2021 13:11,7
DTC,KeshoPur,DL1PC7340,BYPASS EXPRESS UP_D,Manohar Nagar (U00755),77.0831,28.6421,19-12-2021 13:11,23
CLUSTER,Rajghat3,DL1PC0272,212DOWN_C,Anand Vihar ISBT Terminal (U03656),77.318136,28.648621,19-12-2021 13:11,16
DTC,SHADIPUR,DL1PC3146,PUNJABI BAGH(T)_SPD_STL_D,Moti Nagar Industrial Area (U01472),77.1485,28.657317,19-12-2021 13:11,27
CLUSTER,Dilshad Gardan,DL1PC6687,623UP_G,Vasant Vihar F Block Poorvi Marg (U99874),77.16135,28.560383,19-12-2021 13:11,31
DTC,Sarojani Nagar,DL1PC9417,578DOWN_G,Nauroji Nagar (U02131),77.192628,28.569218,19-12-2021 13:11,29
CLUSTER,OKHLA,DL1PC6347,717ADOWN_G,Maidan Garhi Crossing (SDM Court) (U02383),77.2078,28.51955,19-12-2021 13:11,11
CLUSTER,Dichaone Kalan Cluster,DLP1pd2363,753DOWN_G,ISBT Nityanand Marg (DC3596),77.2253,28.668217,19-12-2021 13:11,34
CLUSTER,OKHLA,DL1PD1704,794DOWN_G,Bhogal (U03045),77.250833,28.583533,19-12-2021 13:11,40
DTC,WAZIRPUR,DL1PC9014,165UP_G,Rohini DTC Depot 4 (U01249),77.1301,28.744717,19-12-2021 13:11,29
DTC,WAZIRPUR,DL1PC7687,191UP_P2_,GTK Bypass / Mukarba Chowk (U01512),77.1521,28.7323,19-12-2021 13:11,15
DTC,Rohini2,DL1PC9133,990EXTDOWN_D,PS Mandir Marg (U02276),77.202928,28.637432,19-12-2021 13:11,40
CLUSTER,OKHLA,DL1PD1704,794DOWN_G,Bhogal (Jungpura) (DC4007),77.249733,28.584883,19-12-2021 13:10,34
CLUSTER,Seemapuri,DL1PD2380,221UP_C,Mansarovar Park Metro Station (U03509),77.2999,28.6759,19-12-2021 13:10,31
CLUSTER,Dilshad Gardan,DL1PC6653,623UP_G,PT College Kotla (U02707),77.2263,28.5699,19-12-2021 13:10,6
DTC,VVD,DL1PC7943,523DOWN_D,Satya Niketan (U01750),77.170333,28.587833,19-12-2021 13:10,0
DTC,VVD,DL1PC8588 ,523DOWN_D,FAI (DC4607),77.1801,28.543633,19-12-2021 13:10,47
CLUSTER,Seemapuri,DL1PD2587,205A_DOWN_C,Jyoti Nagar (DC4883),77.292048,28.691428,19-12-2021 13:10,23
CLUSTER,Seemapuri,DL1PD2134,246CLDOWN_G,Old Seema Puri (DC3661),77.327867,28.680817,19-12-2021 13:10,13
CLUSTER,OKHLA,DL1PC6568,717ADOWN_G,Kishan Garh (DC3791),77.16435,28.5145,19-12-2021 13:10,25
DTC,KeshoPur,DL1PC7340,BYPASS EXPRESS UP_D,Krishna Park (U00742),77.0819,28.6391,19-12-2021 13:10,30
DTC,KeshoPur,DL1PC7246,442_UP_P1_D,Maya Puri Crossing Ring Road (U01250),77.129833,28.638517,19-12-2021 13:10,27
CLUSTER,Rajghat3,DL1PD0333,534UP_G,Mehrauli Terminal (U01921),77.182343,28.522621,19-12-2021 13:10,0
DTC,KALKAJI,DL1PC9570,764UP_G,Dwarka Sec 1 (U99641),77.073867,28.594283,19-12-2021 13:10,5
DTC,KeshoPur,DL1PC7324,883UP_G,Vikas Puri Crossing (U00627),77.070541,28.626981,19-12-2021 13:10,0
CLUSTER,Seemapuri,DL1PD3048,85AEXTUP_C,Mithla Apartment Chandar Vihar (U03506),77.2992,28.6329,19-12-2021 13:10,27
DTC,VVD,DL1PC8588 ,523DOWN_D,Sanskrit Vidyapeeth (DC4606),77.18305,28.541867,19-12-2021 13:10,44
DTC,GAZIPUR,DL1PC9325,165DOWN_D,Gazipur Depot (U03676),77.316033,28.64175,19-12-2021 13:10,28
DTC,GAZIPUR,DL1PC9408,534ADOWN_G,Bharat Nagar Crossing (U03257),77.2723,28.5619,19-12-2021 13:10,16
DTC,VVD,DL1PC8964,623UP_G,CPWD Colony Vasant Vihar (U01654),77.164694,28.554792,19-12-2021 13:10,29
DTC,KALKAJI,DL1PC9556,544UP_D,Badarpur M B Road / Rajiv Gandhi Stadium (U03519),77.299004,28.499178,19-12-2021 13:10,14
DTC,Rohini2,DL1PC9133,990EXTDOWN_D,Balmiki Mandir Marg (U02306),77.204483,28.639967,19-12-2021 13:10,16
CLUSTER,Dilshad Gardan,DL1PC6687,623UP_G,Vasant Lok (U01648),77.164417,28.56035,19-12-2021 13:10,39
CLUSTER,Rajghat3,DL1PD0612,534UP_G,Sheikh Sarai Phase II (U02812),77.23219,28.53364,19-12-2021 13:10,12
CLUSTER,Dilshad Gardan,DL1PC6674,GL-23DOWN_G,East Azad Nagar (U03384),77.283917,28.666167,19-12-2021 13:10,14
DTC,GAZIPUR,DL1PC9325,165DOWN_D,Maharaj Pur Check Post (U03683),77.316583,28.643267,19-12-2021 13:10,40
CLUSTER,Dilshad Gardan,DL1PC6653,623UP_G,Defence Colony (Homyopathic College) (U02732),77.227667,28.571983,19-12-2021 13:10,31
DTC,AND,DL1PC7028,413UP_G,Jija Bai Udyogic Sansthan (DC0083),77.214017,28.555283,19-12-2021 13:10,34
DTC,GAZIPUR,DL1PC9408,534ADOWN_G,Holy Family Hospital (U04000A),77.2727,28.5608,19-12-2021 13:10,20
DTC,Rohini2,DL1PC9699,954DOWN_D,Sultanpuri Terminal (U00665),77.075067,28.70345,19-12-2021 13:09,0
CLUSTER,OKHLA,DL1PD_0044,794DOWN_G,Janak Setu (U01079),77.1139,28.6107,19-12-2021 13:09,33
CLUSTER,Rajghat3,DL1PD0333,534UP_G,Mehrauli Terminal (U01921),77.182343,28.522621,19-12-2021 13:09,13
CLUSTER,Rajghat3,DL1PC6613,522CLDOWN_C,Super Bazar (U02634),77.22305,28.632583,19-12-2021 13:09,18
DTC,Subhash Place,DL1PC0052,39DOWN_D,Rainy Well (U03157),77.260721,28.628274,19-12-2021 13:09,44
CLUSTER,Seemapuri,DL1PD2587,205A_DOWN_C,PS Jyoti Nagar / LIG Flats Loni Road (DC4885),77.291843,28.696189,19-12-2021 13:09,31
DTC,KeshoPur,DL1PC7340,BYPASS EXPRESS UP_D,Kangra Niketan (U00722),77.080823,28.634837,19-12-2021 13:09,36
DTC,VVD,DL1PC8588 ,523DOWN_D,Katwaria Sarai (DC4605),77.185617,28.540483,19-12-2021 13:09,42
CLUSTER,OKHLA,DL1PD1704,794DOWN_G,Nizamuddin Extension (U02998),77.2463,28.589633,19-12-2021 13:09,24
CLUSTER,Seemapuri,DL1PD2134,246CLDOWN_G,Saiyyad Nagar Dilshad Garden (DC0086),77.33155,28.682567,19-12-2021 13:09,0
CLUSTER,Rajghat3,DL1PD0612,534UP_G,Sheikh Sarai More (U02789),77.2306,28.5328,19-12-2021 13:09,35
CLUSTER,Rajghat3,DL1PD0329,212DOWN_C,Nand Nagari Depot (U03582),77.306292,28.698896,19-12-2021 13:09,16
DTC,Subhash Place,DL1PC0128,39DOWN_D,Radhu Palace (DC4268),77.28546,28.636446,19-12-2021 13:09,8
DTC,Sarojani Nagar,DL1PC9384,611UP_P2_D,Samas Pur Village (DTC1810),77.286197,28.615872,19-12-2021 13:09,38
DTC,AND,DL1PC7028,413UP_G,Kalma Nehru College (U02526),77.2158,28.5564,19-12-2021 13:09,36
DTC,KeshoPur,DL1PC7340,BYPASS EXPRESS UP_D,District Centre Outer Ring Road (U00730),77.0811,28.6334,19-12-2021 13:09,30
DTC,WAZIRPUR,DL1PC9014,165UP_G,Badli Telephone Exchange (DC3770),77.13265,28.744717,19-12-2021 13:09,38
CLUSTER,BBM2,DL1PD3633,211DOWN_G,ISBT Nityanand Marg (DC3596),77.2253,28.668217,19-12-2021 13:09,24
CLUSTER,Seemapuri,DL1PD3048,85AEXTUP_C,Ashirwad Apartment (U03541),77.301867,28.634483,19-12-2021 13:09,8
CLUSTER,OKHLA,DL1PC6568,717ADOWN_G,Vasant Kunj Sec-D/3-4 (U01605),77.161517,28.5168,19-12-2021 13:09,20
CLUSTER,OKHLA,DL1PC6347,717ADOWN_G,Saidul-A-Jab / Saket Metro Station (DC4752),77.20203,28.520753,19-12-2021 13:09,26
DTC,KeshoPur,DL1PC7279,BYPASS EXPRESS UP_D,Uttam Nagar Terminal (U00598),77.066447,28.625449,19-12-2021 13:09,0
DTC,SHADIPUR,DL1PC3146,PUNJABI BAGH(T)_SPD_STL_D,Shadipur Depot (U01543),77.1555,28.653117,19-12-2021 13:09,6
DTC,GAZIPUR,DL1PC9325,165DOWN_D,Anand Vihar ISBT Main Road (DC3612),77.317879,28.64696,19-12-2021 13:09,19
DTC,WAZIRPUR,DL1PC7687,191UP_P2_,GTK Depot (U01588),77.158967,28.731117,19-12-2021 13:09,12
CLUSTER,Rajghat3,DL1PD0612,534UP_G,Vocational College (U02729),77.2278,28.5322,19-12-2021 13:09,23
DTC,Sarojani Nagar,DL1PC7848,578DOWN_G,R K Puram Nab (U01835),77.1763,28.56125,19-12-2021 13:09,53
CLUSTER,OKHLA,DL1PD1704,794DOWN_G,Police Station Nizamuddin (Dargah) (U02977),77.245107,28.59137,19-12-2021 13:09,40
DTC,Sarojani Nagar,DL1PC9384,611UP_P2_D,Patparganj (U03403),77.2878,28.6167,19-12-2021 13:08,8
DTC,GAZIPUR,DL1PC9408,534ADOWN_G,Sukh Dev Vihar (U03266),77.273,28.5586,19-12-2021 13:08,30
CLUSTER,Kushak Nallah,DL1PC6193,445AUP_C,Majeedia Hospital (U03059),77.252817,28.514917,19-12-2021 13:08,31
CLUSTER,Rajghat3,DL1PD0098,261DOWN_G,Red Fort (U02862),77.2371,28.6577,19-12-2021 13:08,13
DTC,AND,DL1PC7028,413UP_G,Anandlok (U02566),77.2184,28.5582,19-12-2021 13:08,25
CLUSTER,Dichaone Kalan Cluster,DL1PD2835,S1DOWN_C,Tilak Nagar Crossing (Najafgarh Road) (U00874),77.092917,28.63558,19-12-2021 13:08,17
CLUSTER,OKHLA,DL1PD_0044,794DOWN_G,Lajwanti Garden (Carriappa Marg) (U01044),77.109679,28.61313,19-12-2021 13:08,19
DTC,VVD,DL1PC8964,623UP_G,Vasant Lok (U01648),77.164417,28.56035,19-12-2021 13:08,38
DTC,KALKAJI,DL1PC9570,764UP_G,J M International School (U00613),77.069217,28.595933,19-12-2021 13:08,36
DTC,VVD,DL1PC8588 ,523DOWN_D,NCERT (DC4603),77.193833,28.537767,19-12-2021 13:08,41
DTC,KeshoPur,DL1PC7324,883UP_G,Police Station Vikaspuri (U00612),77.068767,28.63145,19-12-2021 13:08,26
CLUSTER,Dichaone Kalan Cluster,DL1PD2809,778UP_G,Madhu Vihar (U00566),77.0614,28.599883,19-12-2021 13:08,9
DTC,Rohini2,DL1PC9133,990EXTDOWN_D,Panchkuian Road Banwari Lal Hospital (U02310),77.204717,28.64165,19-12-2021 13:08,27
CLUSTER,Seemapuri,DL1PD2870,847UP_G,Ram Jas Road (DC3657),77.191289,28.658993,19-12-2021 13:08,35
CLUSTER,Rajghat3,DL1PD0612,534UP_G,PSRI (DC3715),77.224183,28.5314,19-12-2021 13:08,38
CLUSTER,Kushak Nallah,DL1PC6193,445AUP_C,Jamia Hamdard Library (U03070),77.253667,28.517133,19-12-2021 13:08,36
DTC,KeshoPur,DL1PC7246,442_UP_P1_D,Rajouri Garden Market (U01211),77.127067,28.645537,19-12-2021 13:08,28
CLUSTER,BBM2,DL1PD2274,258UP_G,Wazirabad Crossing (U02737),77.228167,28.711467,19-12-2021 13:08,20
DTC,KALKAJI,DL1PC9556,544UP_D,Prehlad Pur (U03465),77.293883,28.500583,19-12-2021 13:08,31
DTC,Sarojani Nagar,DL1PC7848,578DOWN_G,Munirka Village (T) (U01800),77.173717,28.5585,19-12-2021 13:08,10
DTC,KeshoPur,DL1PC7324,883UP_G,C Block Vikaspuri (U00610),77.06885,28.633233,19-12-2021 13:08,41
DTC,WAZIRPUR,DL1PC9014,165UP_G,Badli Railway Staion (U01341),77.137367,28.745117,19-12-2021 13:08,28
CLUSTER,Dilshad Gardan,DL1PC6653,623UP_G,Sewa Nagar Flyover (U02768),77.2293,28.578783,19-12-2021 13:08,18
DTC,Sarojani Nagar,DL1PC9417,578DOWN_G,Bhikaji Cama Place (U02044),77.1896,28.568,19-12-2021 13:08,14
CLUSTER,BBM2,DL1PD3633,211DOWN_G,ISBT Bridge (DC3575),77.228659,28.669469,19-12-2021 13:08,28
DTC,Subhash Place,DL1PC0158,39DOWN_D,Laxmi Nagar (U03307),77.2789,28.6313,19-12-2021 13:08,0
DTC,KeshoPur,DL1PC7279,BYPASS EXPRESS UP_D,Uttam Nagar Terminal(U00600) (U00600),77.066948,28.625329,19-12-2021 13:08,0
DTC,KALKAJI,DL1PC9570,764UP_G,Dwarka Sec 2-6 (U00585),77.0654,28.597267,19-12-2021 13:07,30
CLUSTER,Kushak Nallah,DL1PC6193,445AUP_C,Guru Ravi Das Ashram / Tughlaqabad Extension (U03084),77.254483,28.51945,19-12-2021 13:07,18
DTC,KANJHAWLA DTC,DL1PC9065,926 DOWN_D,Nangloi JJ Colony Lokesh Cinema (U00593),77.059387,28.682305,19-12-2021 13:07,19
DTC,WAZIRPUR,DL1PC7687,191UP_P2_,Jahangir Puri Metro Station (DC3600),77.161583,28.7273,19-12-2021 13:07,17
DTC,Dwarka Sector8,DL1PC7272,UTTAMNAGAR_DWARKASEC8_STL_D,Dwarka Sec-6 Telephone Exchange (DC4202),77.070994,28.593228,19-12-2021 13:07,25
DTC,WAZIRPUR,DL1PC7696,610DOWN_G,Kanhaiya Nagar (U01673),77.165533,28.6812,19-12-2021 13:07,26
DTC,Subhash Place,DL1PC0128,39DOWN_D,Shakarpur Crossing (U03380),77.28495,28.635367,19-12-2021 13:07,0
DTC,Subhash Place,DL1PB9840,114DOWN_P20_D,Brahm shakti hospital (DC3748),77.080633,28.712467,19-12-2021 13:07,21
CLUSTER,Seemapuri,DL1PD2380,221UP_C,Shahdara (Shyam Lal College) (U03350),77.283533,28.6736,19-12-2021 13:07,27
CLUSTER,OKHLA,DL1PC6308,717ADOWN_G,Kapashera Crossing (U99639),77.08675,28.528867,19-12-2021 13:07,22
CLUSTER,Seemapuri,DL1PD2587,205A_DOWN_C,MIG Flats Loni Road (DC4887),77.291784,28.699263,19-12-2021 13:07,39
CLUSTER,Rajghat3,DL1PD0333,534UP_G,Qutub Minar (U01994),77.1865,28.52647,19-12-2021 13:07,0
DTC,AND,DL1PC7028,413UP_G,Ayurvigyan Nagar (U02629),77.2222,28.5614,19-12-2021 13:07,32
DTC,Sarojani Nagar,DL1PC9384,611UP_P2_D,P S Pandav Nagar (U03437),77.2911,28.6142,19-12-2021 13:07,22
DTC,GAZIPUR,DL1PC9408,534ADOWN_G,NSIC (U03196),77.265133,28.553683,19-12-2021 13:07,36
DTC,Sarojani Nagar,DL1PC9417,578DOWN_G,Mohammadpur Village (U02038),77.18915,28.564917,19-12-2021 13:07,19
DTC,Subhash Place,DL1PC0128,39DOWN_D,Shakarpur Crossing (U03380),77.28495,28.635367,19-12-2021 13:07,15
DTC,KeshoPur,DL1PC7340,BYPASS EXPRESS UP_D,Dholi Piao (U00673),77.0757,28.6289,19-12-2021 13:07,23
CLUSTER,Dilshad Gardan,DL1PC6687,623UP_G,Vasant Vihar Depot (U01768),77.17215,28.558333,19-12-2021 13:07,26
CLUSTER,Rajghat3,DL1PD0329,212DOWN_C,Ashok Nagar / Meet Nagar (U03492),77.29688,28.700165,19-12-2021 13:07,39
DTC,KeshoPur,DL1PC7324,883UP_G,Budhela Village (U00629),77.0707,28.6352,19-12-2021 13:07,25
DTC,Dwarka Sector8,DL1PC7272,UTTAMNAGAR_DWARKASEC8_STL_D,Dwarka Sec-6/7 (DC4201),77.069535,28.59126,19-12-2021 13:07,20
CLUSTER,Seemapuri,DL1PD2501,73DOWN_G,Shadipur Colony (U01554),77.1565,28.6517,19-12-2021 13:07,33
DTC,GAZIPUR,DL1PC9408,534ADOWN_G,Kalkaji Mandir (U03181),77.2645,28.55205,19-12-2021 13:07,26
CLUSTER,OKHLA,DL1PC6347,717ADOWN_G,Lado Sarai (U02078),77.193533,28.5226,19-12-2021 13:07,39
CLUSTER,Dichaone Kalan Cluster,DL1PD2835,S1DOWN_C,Check Post Janak Puri (U00835),77.08913,28.634244,19-12-2021 13:07,28
DTC,WAZIRPUR,DL1PC9014,165UP_G,Samaypur School (U01453),77.143,28.743983,19-12-2021 13:07,32
CLUSTER,Rajghat3,DL1PD0329,212DOWN_C,MIG Flates Loni Road (U03441),77.295624,28.700396,19-12-2021 13:06,35
DTC,AND,DL1PC7028,413UP_G,Andrews Ganj Shiv Mandir / Ansal Plaza (U02666),77.2245,28.56545,19-12-2021 13:06,37
CLUSTER,Dilshad Gardan,DL1PC6674,GL-23DOWN_G,Swaran Cinema (U03394),77.285917,28.663502,19-12-2021 13:06,29
DTC,VVD,DL1PC7943,523DOWN_D,Moti Bagh Gurudawara Nanakpura (U01784),77.1722,28.5848,19-12-2021 13:06,0
DTC,Subhash Place,DL1PC0039,39DOWN_D,Delhi Gate / Ambedkar Stadium Terminal (U02967),77.2437,28.639867,19-12-2021 13:06,20
CLUSTER,Dilshad Gardan,DL1PC6653,623UP_G,J L Nehru Stadium (U02780),77.2299,28.583833,19-12-2021 13:06,33
