ORGNIZATION NAME (TD/ DTC),DEPOT NAME,BUS NO,BUS ROUTE,LAST POI DETAIL,FENSE BREAKING LONGITUDE,FENSE BREAKING LATITUDE,FENSE BREAKING TIME,SPEED WITH TIME STAMP,RETURN TO FENSE WITH TIME STAMP
RAJGHAT-1,RAJGHAT1,DL1PC9605,,,77.239197,28.6495,2021-12-19 09:01:34,15.0,2021-12-19 09:01:34
RAJGHAT-1,RAJGHAT1,DL1PC9605,,,77.239197,28.6495,2021-12-19 09:01:34,15.0,2021-12-19 09:01:34
RAJGHAT-1,RAJGHAT1,DL1PC9605,,,77.239197,28.6495,2021-12-19 09:01:34,15.0,
RAJGHAT-1,RAJGHAT1,DL1PC3089,,ISBT Nityanand Marg (DC3596),77.202003,28.6768,2021-12-19 09:01:21,27.0,
RAJGHAT-1,RAJGHAT1,DL1PC3089,,ISBT Nityanand Marg (DC3596),77.202003,28.6768,2021-12-19 09:01:21,27.0,
RAJGHAT-1,RAJGHAT1,DL1PC3089,,ISBT Nityanand Marg (DC3596),77.202003,28.6768,2021-12-19 09:01:21,27.0,
RAJGHAT -III,Rajghat3,DL1PD0328,,Anand Vihar ISBT Terminal (U03679),77.314598,28.646799,2021-12-19 09:01:21,0.0,
RAJGHAT -III,Rajghat3,DL1PD0328,,Anand Vihar ISBT Terminal (U03679),77.314598,28.646799,2021-12-19 09:01:21,0.0,2021-12-19 09:03:44
RAJGHAT -III,Rajghat3,DL1PD0328,,Anand Vihar ISBT Terminal (U03679),77.314598,28.646799,2021-12-19 09:01:21,0.0,2021-12-19 09:03:44
RAJGHAT -III,Rajghat3,DL1PD0328,,Anand Vihar ISBT Terminal (U03679),77.314598,28.646799,2021-12-19 09:01:21,0.0,
RAJGHAT -III,Rajghat3,DL1PD0328,,Anand Vihar ISBT Terminal (U03679),77.314598,28.646799,2021-12-19 09:01:21,0.0,
TEHKHAND ,TEHKHAND,DL1PC8071,,Prithviraj Road Crossing (U02590),77.218803,28.6178,2021-12-19 09:01:19,7.0,
RAJGHAT -III,Rajghat3,DL1PC6627,,Chirag Delhi (U02799),77.253098,28.6341,2021-12-19 09:01:14,37.0,2021-12-19 09:01:46
RAJGHAT -III,Rajghat3,DL1PC6627,,Chirag Delhi (U02799),77.253098,28.6341,2021-12-19 09:01:14,37.0,
RAJGHAT -III,Rajghat3,DL1PC6627,,Chirag Delhi (U02799),77.253098,28.6341,2021-12-19 09:01:14,37.0,2021-12-19 09:01:46
RAJGHAT -III,Rajghat3,DL1PC6627,,Chirag Delhi (U02799),77.253098,28.6341,2021-12-19 09:01:14,37.0,2021-12-19 09:01:46
RAJGHAT -III,Rajghat3,DL1PC6627,,Chirag Delhi (U02799),77.253098,28.6341,2021-12-19 09:01:14,37.0,
RAJGHAT -III,Rajghat3,DL1PC6627,,Chirag Delhi (U02799),77.253098,28.6341,2021-12-19 09:01:14,37.0,2021-12-19 09:01:46
RAJGHAT -III,Rajghat3,DL1PC6627,,Chirag Delhi (U02799),77.253098,28.6341,2021-12-19 09:01:14,37.0,2021-12-19 09:01:46
TEHKHAND ,TEHKHAND,DL1PC7814,,Shadipur Colony (U01554),77.3041,28.490499,2021-12-19 09:01:03,0.0,2021-12-19 09:05:51
TEHKHAND ,TEHKHAND,DL1PC7814,,Shadipur Colony (U01554),77.3041,28.490499,2021-12-19 09:01:03,0.0,
TEHKHAND ,TEHKHAND,DL1PC7814,,Shadipur Colony (U01554),77.3041,28.490499,2021-12-19 09:01:03,0.0,2021-12-19 09:05:51
TEHKHAND ,TEHKHAND,DL1PC7814,,Shadipur Colony (U01554),77.3041,28.490499,2021-12-19 09:01:03,0.0,2021-12-19 09:05:51
TEHKHAND ,TEHKHAND,DL1PC7814,,Shadipur Colony (U01554),77.3041,28.490499,2021-12-19 09:01:03,0.0,
TEHKHAND ,TEHKHAND,DL1PC7814,,Shadipur Colony (U01554),77.3041,28.490499,2021-12-19 09:01:03,0.0,2021-12-19 09:05:51
RAJGHAT -III,Rajghat3,DL1PD4191,,Peera Garhi Chowk (U00919),77.314598,28.6469,2021-12-19 09:00:49,0.0,2021-12-19 09:00:55
RAJGHAT-1,RAJGHAT1,DL1PC3077,,Trilok Puri 27 Block Terminal (DC5136),77.249298,28.627899,2021-12-19 09:00:47,16.0,
RAJGHAT-1,RAJGHAT1,DL1PC3077,,Trilok Puri 27 Block Terminal (DC5136),77.249298,28.627899,2021-12-19 09:00:47,16.0,
TEHKHAND ,TEHKHAND,DL1PC7553,,E.S.I. Hospital (U99867),77.372803,28.607901,2021-12-19 09:00:28,8.0,
TEHKHAND ,TEHKHAND,DL1PC7553,,E.S.I. Hospital (U99867),77.372803,28.607901,2021-12-19 09:00:28,8.0,2021-12-19 09:00:37
TEHKHAND ,TEHKHAND,DL1PC7553,,E.S.I. Hospital (U99867),77.372803,28.607901,2021-12-19 09:00:28,8.0,2021-12-19 09:39:31
RAJGHAT -III,Rajghat3,DL1PD0299,,ISBT Sarai Kale Khan (U03149),77.286598,28.618601,2021-12-19 09:00:28,15.0,2021-12-19 09:00:30
RAJGHAT -III,Rajghat3,DL1PD0299,,ISBT Sarai Kale Khan (U03149),77.286598,28.618601,2021-12-19 09:00:28,15.0,
RAJGHAT -III,Rajghat3,DL1PD0299,,ISBT Sarai Kale Khan (U03149),77.286598,28.618601,2021-12-19 09:00:28,15.0,
RAJGHAT -III,Rajghat3,DL1PD0299,,ISBT Sarai Kale Khan (U03149),77.286598,28.618601,2021-12-19 09:00:28,15.0,2021-12-19 09:00:30
TEHKHAND ,TEHKHAND,DL1PC8071,,Prithviraj Road Crossing (U02590),77.218803,28.621799,2021-12-19 09:00:23,8.0,
RAJGHAT-1,RAJGHAT1,DL1PC3082,,,77.288498,28.615601,2021-12-19 08:59:55,30.0,
RAJGHAT-1,RAJGHAT1,DL1PC3082,,,77.288498,28.615601,2021-12-19 08:59:55,30.0,
RAJGHAT-1,RAJGHAT1,DL1PC3082,,,77.288498,28.615601,2021-12-19 08:59:55,30.0,2021-12-19 08:59:56
RAJGHAT-1,RAJGHAT1,DL1PC3082,,,77.288498,28.615601,2021-12-19 08:59:55,30.0,2021-12-19 08:59:56
RAJGHAT-1,RAJGHAT1,DL1PC3082,,,77.288498,28.615601,2021-12-19 08:59:55,30.0,2021-12-19 08:59:56
RAJGHAT-1,RAJGHAT1,DL1PC3082,,,77.288498,28.615601,2021-12-19 08:59:55,30.0,2021-12-19 08:59:56
RAJGHAT-1,RAJGHAT1,DL1PC3082,,,77.288498,28.615601,2021-12-19 08:59:55,30.0,
RAJGHAT-1,RAJGHAT1,DL1PC3082,,,77.288498,28.615601,2021-12-19 08:59:55,30.0,
RAJGHAT-1,RAJGHAT1,DL1PC7995,,DTC Rajghat Depot (DC3889),77.082802,28.523001,2021-12-19 08:59:47,10.0,2021-12-19 09:03:24
RAJGHAT-1,RAJGHAT1,DL1PC3089,,ISBT Nityanand Marg (DC3596),77.201202,28.6719,2021-12-19 08:59:42,31.0,
RAJGHAT-1,RAJGHAT1,DL1PC3089,,ISBT Nityanand Marg (DC3596),77.201202,28.6719,2021-12-19 08:59:42,31.0,2021-12-19 09:00:51
RAJGHAT-1,RAJGHAT1,DL1PC3089,,ISBT Nityanand Marg (DC3596),77.201202,28.6719,2021-12-19 08:59:42,31.0,2021-12-19 09:00:51
RAJGHAT-1,RAJGHAT1,DL1PC3089,,ISBT Nityanand Marg (DC3596),77.201202,28.6719,2021-12-19 08:59:42,31.0,2021-12-19 09:00:51
RAJGHAT -III,Rajghat3,DL1PC6608,,,77.315002,28.694,2021-12-19 08:59:10,23.0,
RAJGHAT -III,Rajghat3,DL1PC6608,,,77.315002,28.694,2021-12-19 08:59:10,23.0,2021-12-19 08:59:11
RAJGHAT -III,Rajghat3,DL1PC6608,,,77.315002,28.694,2021-12-19 08:59:10,23.0,
RAJGHAT -III,Rajghat3,DL1PC6608,,,77.315002,28.694,2021-12-19 08:59:10,23.0,
RAJGHAT -III,Rajghat3,DL1PC6608,,,77.315002,28.694,2021-12-19 08:59:10,23.0,2021-12-19 09:21:10
RAJGHAT -III,Rajghat3,DL1PC6608,,,77.315002,28.694,2021-12-19 08:59:10,23.0,2021-12-19 08:59:11
RAJGHAT -III,Rajghat3,DL1PC6608,,,77.315002,28.694,2021-12-19 08:59:10,23.0,
RAJGHAT -III,Rajghat3,DL1PC6608,,,77.315002,28.694,2021-12-19 08:59:10,23.0,
TEHKHAND ,TEHKHAND,DL1PC7586,,,77.281403,28.5103,2021-12-19 08:59:01,0.0,2021-12-19 08:59:01
TEHKHAND ,TEHKHAND,DL1PC7586,,,77.281403,28.5103,2021-12-19 08:59:01,0.0,
TEHKHAND ,TEHKHAND,DL1PC7586,,,77.281403,28.5103,2021-12-19 08:59:01,0.0,2021-12-19 08:59:01
RAJGHAT -III,Rajghat3,DL1PC6626,,Samaspur Jagir Village (U03385),77.259201,28.572901,2021-12-19 08:58:57,20.0,2021-12-19 08:59:00
RAJGHAT -III,Rajghat3,DL1PC6626,,Samaspur Jagir Village (U03385),77.259201,28.572901,2021-12-19 08:58:57,20.0,2021-12-19 08:59:00
RAJGHAT -III,Rajghat3,DL1PC6626,,Samaspur Jagir Village (U03385),77.259201,28.572901,2021-12-19 08:58:57,20.0,
RAJGHAT -III,Rajghat3,DL1PC6626,,Samaspur Jagir Village (U03385),77.259201,28.572901,2021-12-19 08:58:57,20.0,2021-12-19 08:59:00
RAJGHAT -III,Rajghat3,DL1PC6626,,Samaspur Jagir Village (U03385),77.259201,28.572901,2021-12-19 08:58:57,20.0,
RAJGHAT -III,Rajghat3,DL1PC6626,,Samaspur Jagir Village (U03385),77.259201,28.572901,2021-12-19 08:58:57,20.0,2021-12-19 08:59:00
RAJGHAT -III,Rajghat3,DL1PC6626,,Samaspur Jagir Village (U03385),77.259201,28.572901,2021-12-19 08:58:57,20.0,2021-12-19 08:59:00
RAJGHAT -III,Rajghat3,DL1PC6626,,Samaspur Jagir Village (U03385),77.259201,28.572901,2021-12-19 08:58:57,20.0,2021-12-19 08:59:00
RAJGHAT-1,RAJGHAT1,DL1PC3572,,GPO (U02839),77.2276,28.6682,2021-12-19 08:58:55,25.0,2021-12-19 09:33:09
RAJGHAT-1,RAJGHAT1,DL1PC3572,,GPO (U02839),77.2276,28.6682,2021-12-19 08:58:55,25.0,2021-12-19 09:33:09
RAJGHAT-1,RAJGHAT1,DL1PC3572,,GPO (U02839),77.2276,28.6682,2021-12-19 08:58:55,25.0,
RAJGHAT-1,RAJGHAT1,DL1PC3572,,GPO (U02839),77.2276,28.6682,2021-12-19 08:58:55,25.0,2021-12-19 09:33:09
RAJGHAT-1,RAJGHAT1,DL1PC3572,,GPO (U02839),77.2276,28.6682,2021-12-19 08:58:55,25.0,2021-12-19 10:08:45
RAJGHAT-1,RAJGHAT1,DL1PC3572,,GPO (U02839),77.2276,28.6682,2021-12-19 08:58:55,25.0,2021-12-19 09:51:36
RAJGHAT-1,RAJGHAT1,DL1PC3572,,GPO (U02839),77.2276,28.6682,2021-12-19 08:58:55,25.0,
RAJGHAT-1,RAJGHAT1,DL1PC9602,,,77.240097,28.6399,2021-12-19 08:58:24,22.0,2021-12-19 09:49:11
RAJGHAT-1,RAJGHAT1,DL1PC9602,,,77.240097,28.6399,2021-12-19 08:58:24,22.0,
RAJGHAT-1,RAJGHAT1,DL1PC9602,,,77.240097,28.6399,2021-12-19 08:58:24,22.0,2021-12-19 09:49:11
RAJGHAT-1,RAJGHAT1,DL1PC9602,,,77.240097,28.6399,2021-12-19 08:58:24,22.0,
RAJGHAT-1,RAJGHAT1,DL1PC3103,,ISBT Nityanand Marg (U02690),77.240799,28.6404,2021-12-19 08:58:21,22.0,
TEHKHAND ,TEHKHAND,DL1PC7586,,,77.281403,28.510201,2021-12-19 08:58:17,0.0,
TEHKHAND ,TEHKHAND,DL1PC7586,,,77.281403,28.510201,2021-12-19 08:58:17,0.0,
TEHKHAND ,TEHKHAND,DL1PC7586,,,77.281403,28.510201,2021-12-19 08:58:17,0.0,
TEHKHAND ,TEHKHAND,DL1PC7586,,,77.281403,28.510201,2021-12-19 08:58:17,0.0,
TEHKHAND ,TEHKHAND,DL1PC7586,,,77.281403,28.510201,2021-12-19 08:58:17,0.0,
TEHKHAND ,TEHKHAND,DL1PC7586,,,77.281403,28.510201,2021-12-19 08:58:17,0.0,2021-12-19 09:00:38
TEHKHAND ,TEHKHAND,DL1PC7586,,,77.281403,28.510201,2021-12-19 08:58:17,0.0,
TEHKHAND ,TEHKHAND,DL1PC7586,,,77.281403,28.510201,2021-12-19 08:58:17,0.0,2021-12-19 08:59:01
RAJGHAT-1,RAJGHAT1,DL1PC3103,,ISBT Nityanand Marg (U02690),77.2407,28.6409,2021-12-19 08:58:15,28.0,
RAJGHAT-1,RAJGHAT1,DL1PC3103,,ISBT Nityanand Marg (U02690),77.2407,28.6409,2021-12-19 08:58:15,28.0,
RAJGHAT-1,RAJGHAT1,DL1PC3103,,ISBT Nityanand Marg (U02690),77.2407,28.6409,2021-12-19 08:58:15,28.0,2021-12-19 08:58:19
RAJGHAT-1,RAJGHAT1,DL1PC9807,,GPO (U02839),77.085701,28.5562,2021-12-19 08:58:07,0.0,2021-12-19 09:04:06
RAJGHAT-1,RAJGHAT1,DL1PC9807,,GPO (U02839),77.085701,28.5562,2021-12-19 08:58:07,0.0,2021-12-19 09:04:06
TEHKHAND ,TEHKHAND,DL1PC7620,,,77.281998,28.5107,2021-12-19 08:57:59,0.0,2021-12-19 09:01:59
TEHKHAND ,TEHKHAND,DL1PC7620,,,77.281998,28.5107,2021-12-19 08:57:59,0.0,
TEHKHAND ,TEHKHAND,DL1PC7620,,,77.281998,28.5107,2021-12-19 08:57:59,0.0,2021-12-19 09:01:59
RAJGHAT-1,RAJGHAT1,DL1PC3202,,,77.159798,28.591299,2021-12-19 08:57:56,46.0,2021-12-19 09:53:17
RAJGHAT-1,RAJGHAT1,DL1PC3202,,,77.159798,28.591299,2021-12-19 08:57:56,46.0,
RAJGHAT-1,RAJGHAT1,DL1PC3202,,,77.159798,28.591299,2021-12-19 08:57:56,46.0,
RAJGHAT-1,RAJGHAT1,DL1PC3202,,,77.159798,28.591299,2021-12-19 08:57:56,46.0,
RAJGHAT-1,RAJGHAT1,DL1PC3202,,,77.159798,28.591299,2021-12-19 08:57:56,46.0,
RAJGHAT-1,RAJGHAT1,DL1PC3185,,Delhi Gate / Ambedkar Stadium Terminal (U02967),77.234802,28.6411,2021-12-19 08:57:51,13.0,
RAJGHAT-1,RAJGHAT1,DL1PC3185,,Delhi Gate / Ambedkar Stadium Terminal (U02967),77.234802,28.6411,2021-12-19 08:57:51,13.0,2021-12-19 08:58:17
TEHKHAND ,TEHKHAND,DL1PC7559,,Pandav Nagar (U01520),77.122902,28.5455,2021-12-19 08:57:41,11.0,
TEHKHAND ,TEHKHAND,DL1PC7559,,Pandav Nagar (U01520),77.122902,28.5455,2021-12-19 08:57:41,11.0,
TEHKHAND ,TEHKHAND,DL1PC7559,,Pandav Nagar (U01520),77.122902,28.5455,2021-12-19 08:57:41,11.0,
TEHKHAND ,TEHKHAND,DL1PC7559,,Pandav Nagar (U01520),77.122902,28.5455,2021-12-19 08:57:41,11.0,
TEHKHAND ,TEHKHAND,DL1PC7559,,Pandav Nagar (U01520),77.122902,28.5455,2021-12-19 08:57:41,11.0,
TEHKHAND ,TEHKHAND,DL1PC7559,,Pandav Nagar (U01520),77.122902,28.5455,2021-12-19 08:57:41,11.0,
TEHKHAND ,TEHKHAND,DL1PC7559,,Pandav Nagar (U01520),77.122902,28.5455,2021-12-19 08:57:41,11.0,
RAJGHAT -III,Rajghat3,DL1PD0612,,Mehrauli Terminal (U01921),77.182297,28.522499,2021-12-19 08:57:37,9.0,2021-12-19 08:57:39
TEHKHAND ,TEHKHAND,DL1PC7772,,Lal Kuan (U03361),77.266701,28.5788,2021-12-19 08:57:37,30.0,
TEHKHAND ,TEHKHAND,DL1PC7772,,Lal Kuan (U03361),77.266701,28.5788,2021-12-19 08:57:37,30.0,
TEHKHAND ,TEHKHAND,DL1PC7772,,Lal Kuan (U03361),77.266701,28.5788,2021-12-19 08:57:37,30.0,
RAJGHAT -III,Rajghat3,DL1PC6608,,,77.319,28.6887,2021-12-19 08:57:30,16.0,
RAJGHAT -III,Rajghat3,DL1PC6608,,,77.319,28.6887,2021-12-19 08:57:30,16.0,2021-12-19 08:57:31
RAJGHAT -III,Rajghat3,DL1PC6608,,,77.319,28.6887,2021-12-19 08:57:30,16.0,
RAJGHAT -III,Rajghat3,DL1PC6608,,,77.319,28.6887,2021-12-19 08:57:30,16.0,
RAJGHAT -III,Rajghat3,DL1PC6608,,,77.319,28.6887,2021-12-19 08:57:30,16.0,
RAJGHAT -III,Rajghat3,DL1PC6608,,,77.319,28.6887,2021-12-19 08:57:30,16.0,2021-12-19 08:57:31
RAJGHAT-1,RAJGHAT1,DL1PC3103,,ISBT Nityanand Marg (U02690),77.240402,28.642,2021-12-19 08:57:28,19.0,2021-12-19 08:57:31
RAJGHAT-1,RAJGHAT1,DL1PC3103,,ISBT Nityanand Marg (U02690),77.240402,28.642,2021-12-19 08:57:28,19.0,2021-12-19 08:57:31
RAJGHAT-1,RAJGHAT1,DL1PC7882,,Delhi Gate (U02885),77.223701,28.667801,2021-12-19 08:57:26,40.0,2021-12-19 09:03:30
RAJGHAT-1,RAJGHAT1,DL1PC7882,,Delhi Gate (U02885),77.223701,28.667801,2021-12-19 08:57:26,40.0,2021-12-19 09:03:30
RAJGHAT-1,RAJGHAT1,DL1PC7882,,Delhi Gate (U02885),77.223701,28.667801,2021-12-19 08:57:26,40.0,
RAJGHAT-1,RAJGHAT1,DL1PC7882,,Delhi Gate (U02885),77.223701,28.667801,2021-12-19 08:57:26,40.0,2021-12-19 09:03:30
RAJGHAT-1,RAJGHAT1,DL1PC7882,,Delhi Gate (U02885),77.223701,28.667801,2021-12-19 08:57:26,40.0,2021-12-19 09:04:07
RAJGHAT-1,RAJGHAT1,DL1PC7882,,Delhi Gate (U02885),77.223701,28.667801,2021-12-19 08:57:26,40.0,2021-12-19 09:04:07
RAJGHAT-1,RAJGHAT1,DL1PC7882,,Delhi Gate (U02885),77.223701,28.667801,2021-12-19 08:57:26,40.0,2021-12-19 09:03:30
RAJGHAT-1,RAJGHAT1,DL1PC7882,,Delhi Gate (U02885),77.223701,28.667801,2021-12-19 08:57:26,40.0,
RAJGHAT-1,RAJGHAT1,DL1PC7882,,Delhi Gate (U02885),77.223701,28.667801,2021-12-19 08:57:26,40.0,2021-12-19 09:04:07
RAJGHAT-1,RAJGHAT1,DL1PC7882,,Delhi Gate (U02885),77.223701,28.667801,2021-12-19 08:57:26,40.0,2021-12-19 09:04:07
RAJGHAT -III,Rajghat3,DL1PD0333,,Press Apartment (U03503),77.273399,28.558901,2021-12-19 08:57:22,19.0,2021-12-19 08:57:24
RAJGHAT -III,Rajghat3,DL1PD0333,,Press Apartment (U03503),77.273399,28.558901,2021-12-19 08:57:22,19.0,
RAJGHAT -III,Rajghat3,DL1PD0333,,Press Apartment (U03503),77.273399,28.558901,2021-12-19 08:57:22,19.0,2021-12-19 08:57:24
RAJGHAT -III,Rajghat3,DL1PD0333,,Press Apartment (U03503),77.273399,28.558901,2021-12-19 08:57:22,19.0,
RAJGHAT -III,Rajghat3,DL1PD0333,,Press Apartment (U03503),77.273399,28.558901,2021-12-19 08:57:22,19.0,2021-12-19 08:57:24
RAJGHAT -III,Rajghat3,DL1PD0333,,Press Apartment (U03503),77.273399,28.558901,2021-12-19 08:57:22,19.0,2021-12-19 08:57:24
RAJGHAT -III,Rajghat3,DL1PD0333,,Press Apartment (U03503),77.273399,28.558901,2021-12-19 08:57:22,19.0,
RAJGHAT -III,Rajghat3,DL1PD0333,,Press Apartment (U03503),77.273399,28.558901,2021-12-19 08:57:22,19.0,
RAJGHAT -III,Rajghat3,DL1PD0333,,Press Apartment (U03503),77.273399,28.558901,2021-12-19 08:57:22,19.0,2021-12-19 08:57:24
RAJGHAT -III,Rajghat3,DL1PD0333,,Press Apartment (U03503),77.273399,28.558901,2021-12-19 08:57:22,19.0,
RAJGHAT -III,Rajghat3,DL1PD0333,,Press Apartment (U03503),77.273399,28.558901,2021-12-19 08:57:22,19.0,2021-12-19 08:57:24
RAJGHAT-1,RAJGHAT1,DL1PC3082,,,77.286102,28.6192,2021-12-19 08:57:12,15.0,2021-12-19 08:57:13
RAJGHAT-1,RAJGHAT1,DL1PC3082,,,77.286102,28.6192,2021-12-19 08:57:12,15.0,2021-12-19 08:57:13
RAJGHAT-1,RAJGHAT1,DL1PC3082,,,77.286102,28.6192,2021-12-19 08:57:12,15.0,
RAJGHAT-1,RAJGHAT1,DL1PC3082,,,77.286102,28.6192,2021-12-19 08:57:12,15.0,2021-12-19 08:57:13
RAJGHAT-1,RAJGHAT1,DL1PC3082,,,77.286102,28.6192,2021-12-19 08:57:12,15.0,2021-12-19 08:57:13
RAJGHAT-1,RAJGHAT1,DL1PC3082,,,77.286102,28.6192,2021-12-19 08:57:12,15.0,2021-12-19 09:04:56
RAJGHAT-1,RAJGHAT1,DL1PC3082,,,77.286102,28.6192,2021-12-19 08:57:12,15.0,
RAJGHAT-1,RAJGHAT1,DL1PC3070,,Delhi Gate / Ambedkar Stadium Terminal (U02967),77.223602,28.6451,2021-12-19 08:57:12,25.0,2021-12-19 09:08:19
RAJGHAT-1,RAJGHAT1,DL1PC3070,,Delhi Gate / Ambedkar Stadium Terminal (U02967),77.223602,28.6451,2021-12-19 08:57:12,25.0,
RAJGHAT-1,RAJGHAT1,DL1PC3070,,Delhi Gate / Ambedkar Stadium Terminal (U02967),77.223602,28.6451,2021-12-19 08:57:12,25.0,2021-12-19 09:08:19
RAJGHAT-1,RAJGHAT1,DL1PC3070,,Delhi Gate / Ambedkar Stadium Terminal (U02967),77.223602,28.6451,2021-12-19 08:57:12,25.0,2021-12-19 08:57:17
RAJGHAT-1,RAJGHAT1,DL1PC3070,,Delhi Gate / Ambedkar Stadium Terminal (U02967),77.223701,28.6444,2021-12-19 08:57:02,25.0,
RAJGHAT-1,RAJGHAT1,DL1PC3070,,Delhi Gate / Ambedkar Stadium Terminal (U02967),77.223701,28.6444,2021-12-19 08:57:02,25.0,
RAJGHAT-1,RAJGHAT1,DL1PC3070,,Delhi Gate / Ambedkar Stadium Terminal (U02967),77.223701,28.6444,2021-12-19 08:57:02,25.0,
RAJGHAT -III,Rajghat3,DL1PC6606,,Punjabi Bagh Terminal (U01330),77.314697,28.6462,2021-12-19 08:56:52,0.0,
RAJGHAT -III,Rajghat3,DL1PC6606,,Punjabi Bagh Terminal (U01330),77.314697,28.6462,2021-12-19 08:56:52,0.0,
RAJGHAT -III,Rajghat3,DL1PC6606,,Punjabi Bagh Terminal (U01330),77.314697,28.6462,2021-12-19 08:56:52,0.0,2021-12-19 09:02:48
RAJGHAT -III,Rajghat3,DL1PC6606,,Punjabi Bagh Terminal (U01330),77.314697,28.6462,2021-12-19 08:56:52,0.0,2021-12-19 09:39:12
RAJGHAT -III,Rajghat3,DL1PD0572,,Ambedkar Nagar Terminal (U02717),77.198898,28.521601,2021-12-19 08:56:51,0.0,2021-12-19 09:16:42
RAJGHAT -III,Rajghat3,DL1PD0572,,Ambedkar Nagar Terminal (U02717),77.198898,28.521601,2021-12-19 08:56:51,0.0,
RAJGHAT -III,Rajghat3,DL1PD0572,,Ambedkar Nagar Terminal (U02717),77.198898,28.521601,2021-12-19 08:56:51,0.0,2021-12-19 09:16:42
TEHKHAND ,TEHKHAND,DL1PC7554,,South Extension 2 (DTC1881),77.2099,28.5788,2021-12-19 08:56:46,27.0,2021-12-19 09:19:23
TEHKHAND ,TEHKHAND,DL1PC7554,,South Extension 2 (DTC1881),77.2099,28.5788,2021-12-19 08:56:46,27.0,2021-12-19 09:37:21
TEHKHAND ,TEHKHAND,DL1PC7554,,South Extension 2 (DTC1881),77.2099,28.5788,2021-12-19 08:56:46,27.0,
TEHKHAND ,TEHKHAND,DL1PC7554,,South Extension 2 (DTC1881),77.2099,28.5788,2021-12-19 08:56:46,27.0,2021-12-19 09:19:23
RAJGHAT -III,Rajghat3,DL1PD0639,,,77.146599,28.6374,2021-12-19 08:56:39,13.0,2021-12-19 08:59:25
RAJGHAT -III,Rajghat3,DL1PD0639,,,77.146599,28.6374,2021-12-19 08:56:39,13.0,2021-12-19 08:59:25
RAJGHAT -III,Rajghat3,DL1PD0639,,,77.146599,28.6374,2021-12-19 08:56:39,13.0,
RAJGHAT -III,Rajghat3,DL1PD0639,,,77.146599,28.6374,2021-12-19 08:56:39,13.0,2021-12-19 08:59:25
RAJGHAT -III,Rajghat3,DL1PD0639,,,77.146599,28.6374,2021-12-19 08:56:39,13.0,
RAJGHAT -III,Rajghat3,DL1PD0639,,,77.146599,28.6374,2021-12-19 08:56:39,13.0,
RAJGHAT -III,Rajghat3,DL1PD0639,,,77.146599,28.6374,2021-12-19 08:56:39,13.0,
RAJGHAT -III,Rajghat3,DL1PD0639,,,77.146599,28.6374,2021-12-19 08:56:39,13.0,
RAJGHAT -III,Rajghat3,DL1PD0639,,,77.146599,28.6374,2021-12-19 08:56:39,13.0,
RAJGHAT -III,Rajghat3,DL1PD0639,,,77.146599,28.6374,2021-12-19 08:56:39,13.0,2021-12-19 08:59:25
RAJGHAT -III,Rajghat3,DL1PD0639,,,77.146599,28.6374,2021-12-19 08:56:39,13.0,
RAJGHAT -III,Rajghat3,DL1PD0639,,,77.146599,28.6374,2021-12-19 08:56:39,13.0,
RAJGHAT -III,Rajghat3,DL1PD0639,,,77.146599,28.6374,2021-12-19 08:56:39,13.0,
RAJGHAT-1,RAJGHAT1,DL1PC9889,,,77.248901,28.6392,2021-12-19 08:56:26,26.0,2021-12-19 10:35:30
RAJGHAT-1,RAJGHAT1,DL1PC9889,,,77.248901,28.6392,2021-12-19 08:56:26,26.0,2021-12-19 09:05:27
RAJGHAT-1,RAJGHAT1,DL1PC9605,,,77.241699,28.6401,2021-12-19 08:56:15,34.0,2021-12-19 09:01:34
RAJGHAT -III,Rajghat3,DL1PD0336,,Ram Prastha Crossing (U03712),77.305801,28.6359,2021-12-19 08:56:12,18.0,
RAJGHAT -III,Rajghat3,DL1PD0336,,Ram Prastha Crossing (U03712),77.305801,28.6359,2021-12-19 08:56:12,18.0,2021-12-19 09:40:03
RAJGHAT -III,Rajghat3,DL1PD0336,,Ram Prastha Crossing (U03712),77.305801,28.6359,2021-12-19 08:56:12,18.0,2021-12-19 09:40:03
RAJGHAT -III,Rajghat3,DL1PD0336,,Ram Prastha Crossing (U03712),77.305801,28.6359,2021-12-19 08:56:12,18.0,
RAJGHAT -III,Rajghat3,DL1PD0336,,Ram Prastha Crossing (U03712),77.305801,28.6359,2021-12-19 08:56:12,18.0,
RAJGHAT-1,RAJGHAT1,DL1PC9889,,,77.249802,28.639,2021-12-19 08:56:11,23.0,
RAJGHAT-1,RAJGHAT1,DL1PC9890,,Tikri Border (DC4769),77.240501,28.6408,2021-12-19 08:56:09,23.0,
RAJGHAT-1,RAJGHAT1,DL1PC9890,,Tikri Border (DC4769),77.240501,28.6408,2021-12-19 08:56:09,23.0,
RAJGHAT-1,RAJGHAT1,DL1PC7882,,Delhi Gate (U02885),77.2314,28.6698,2021-12-19 08:56:09,27.0,
RAJGHAT-1,RAJGHAT1,DL1PC7882,,Delhi Gate (U02885),77.2314,28.6698,2021-12-19 08:56:09,27.0,2021-12-19 08:56:13
RAJGHAT-1,RAJGHAT1,DL1PC7882,,Delhi Gate (U02885),77.2314,28.6698,2021-12-19 08:56:09,27.0,
RAJGHAT-1,RAJGHAT1,DL1PC7882,,Delhi Gate (U02885),77.2314,28.6698,2021-12-19 08:56:09,27.0,
