zomato_url,name,city,Review,,,,,,
https://www.zomato.com/ncr/dana-pani-foods-sector-65-noida,Dana Pani Foods,Delhi NCR,Good,,,,,,
https://www.zomato.com/ncr/dil-chinese-fast-food-mg-road-new-delhi,Dil Chinese Fast Food,Delhi NCR,Good,,,,,,
https://www.zomato.com/ncr/richies-cafe-sector-31-faridabad,Richie's Cafe,Delhi NCR,Bad,,,,,,
https://www.zomato.com/ncr/sunil-bakery-vasant-vihar-new-delhi,Sunil Bakery,Delhi NCR,Bad,,,,,,
https://www.zomato.com/ncr/techies-time-to-tea-sector-41-noida,Techies Time to Tea,Delhi NCR,Bad,,,,,,
https://www.zomato.com/ncr/chop-shop-chicken-shop-nit-faridabad,Chop Shop Chicken Shop,Delhi NCR,Bad,,,,,,
https://www.zomato.com/mumbai/shreya-restaurant-bar-wagle-estate-thane-west-thane,Shreya Restaurant & Bar,Mumbai,Good,,,,,,
https://www.zomato.com/ncr/s-p-food-corner-karol-bagh-new-delhi,S P Food Corner,Delhi NCR,Good,,,,,,
https://www.zomato.com/mumbai/asads-cafe-mira-road,Asad's Cafe,Mumbai,Good,,,,,,
https://www.zomato.com/ncr/zaika-muradabadi-chicken-restaurant-lajpat-nagar-2-new-delhi,Zaika Muradabadi Chicken Restaurant,Delhi NCR,Good,,,,,,
https://www.zomato.com/ncr/big-boss-chikan-corner-sector-23-faridabad,Big Boss Chikan Corner,Delhi NCR,Bad,,,,,,
https://www.zomato.com/ncr/burger-box-sarita-vihar-new-delhi,Burger Box,Delhi NCR,Bad,,,,,,
https://www.zomato.com/kolkata/the-ramkrishna-sweets-dum-dum,The Ramkrishna Sweets,Kolkata,Bad,,,,,,
https://www.zomato.com/kolkata/bedouin-sher-e-bengal-gariahat,Bedouin - Sher e Bengal,Kolkata,Bad,,,,,,
https://www.zomato.com/ncr/the-big-chill-cafe-ardee-city-gurgaon,The Big Chill Cafe,Delhi NCR,Good,,,,,,
https://www.zomato.com/ncr/saini-food-place-sector-15-gurgaon,Saini Foods,Delhi NCR,Good,,,,,,
https://www.zomato.com/mumbai/aavakay-kandivali-east,Aavakay,Mumbai,Good,,,,,,
https://www.zomato.com/ncr/apni-rasoi-najafgarh-new-delhi,Apni Rasoi,Delhi NCR,Good,,,,,,
https://www.zomato.com/kolkata/calcutta-chiit-chaat-sector-4-salt-lake,Calcutta Chiit Chaat,Kolkata,Bad,,,,,,
https://www.zomato.com/ncr/madan-sweets-bakers-subhash-nagar-new-delhi,Madan Sweets & Bakers,Delhi NCR,Bad,,,,,,
https://www.zomato.com/ncr/choudhary-food-station-kavi-nagar-ghaziabad,Choudhary  Food Station,Delhi NCR,Bad,,,,,,
https://www.zomato.com/ncr/king-of-food-1-vaishali-ghaziabad,King Of Food,Delhi NCR,Bad,,,,,,
https://www.zomato.com/ncr/awadhi-biryani-rohini-new-delhi,Awadhi Biryani,Delhi NCR,Good,,,,,,
https://www.zomato.com/ncr/guddu-ji-malai-chaap-wale-shastri-nagar-ghaziabad,Guddu Ji Malai Chaap Wale,Delhi NCR,Good,,,,,,
